confidence_target,demo_priority,eval_tags,expected_live_tip,expected_pause_summary,expected_semantic_actions,filename,forbidden_actions,future_needed_actions,height,image_path,label_source,parent_filename,parent_record_id,positive_factors,primary_subject,problems,quality_label,record_id,review_status,scene_type,sha256,source_bucket,source_dataset,synthetic_recipe,technical_quality_defects,width
high,True,"['demo_good_negative_space', 'spotlight']",Кадр уже читается хорошо.,Широкое пространство и пятно света делают героя главным.,['keep_current_setup'],048.jpg,"['step_closer', 'add_front_fill_light']",[],853,docs/cameraanalysis/dataset/inbox/images/048.jpg,codex_visual_contact_sheet_review_2026-05-21,,,['композиция и свет поддерживают замысел'],человек под светом у стены,[],good,ca_img_048,ai_first_pass_needs_human_review,wide_spotlight_subject,043fb89612532909c80f86b78eca51c1aa7a01a24233b8b4fe5e86ad98a6d1e9,curated_user_inbox,user_curated_candidate,,[],1280
high,False,"['portrait', 'night', 'depth']",Кадр уже читается хорошо.,Дымка и свет отделяют героя и добавляют глубину.,['keep_current_setup'],049.jpg,"['simplify_background', 'add_front_fill_light']",[],853,docs/cameraanalysis/dataset/inbox/images/049.jpg,codex_visual_contact_sheet_review_2026-05-21,,,['лицо или герой читается'],мужчина в дымке ночью,[],good,ca_img_049,ai_first_pass_needs_human_review,night_smoke_portrait,800947ad443fb90daf3ef7f60a59ffbb92b12a2c3d52125068f07ab168a4257a,curated_user_inbox,user_curated_candidate,,[],1280
medium,False,"['silhouette', 'low_key']",Кадр атмосферный: темнота здесь часть стиля.,"Световые линии ведут взгляд, силуэт намеренный.",['keep_current_setup'],050.jpg,"['add_front_fill_light', 'step_closer']",[],860,docs/cameraanalysis/dataset/inbox/images/050.jpg,codex_visual_contact_sheet_review_2026-05-21,,,['темнота работает как художественный стиль'],силуэт человека в темном проходе,[],good,ca_img_050,ai_first_pass_needs_human_review,night_corridor_silhouette,0a9e0b6d3e59ce82f2a60fab7a4a45b4aace80d9442f8f0df871b363c5ae3235,curated_user_inbox,user_curated_candidate,,[],1280
high,True,"['demo_good_backlight', 'portrait']",Кадр сильный: контровой свет отделяет героя.,Контровой свет отделяет голову и плечи.,['keep_current_setup'],051.jpg,"['remove_background_hotspot', 'add_front_fill_light']",[],851,docs/cameraanalysis/dataset/inbox/images/051.jpg,codex_visual_contact_sheet_review_2026-05-21,,,['лицо или герой читается'],мужчина с ярким контровым светом,[],good,ca_img_051,ai_first_pass_needs_human_review,backlit_portrait,8f46e10b95b35e243d3b0c2344d937c56c8a487e39f2c46c4bb5b011a7499e5f,curated_user_inbox,user_curated_candidate,,[],1280
medium,False,"['street', 'black_white']",Кадр читается хорошо: монохром подчеркивает форму.,Геометрия улицы и монохром формируют структуру.,['keep_current_setup'],052.jpg,"['level_horizon', 'step_closer']",[],854,docs/cameraanalysis/dataset/inbox/images/052.jpg,codex_visual_contact_sheet_review_2026-05-21,,,['композиция и свет поддерживают замысел'],городская улица в монохроме,[],good,ca_img_052,ai_first_pass_needs_human_review,black_white_street_landscape,750dd73a9afac56cd4a5ab38e42da392297f96636e0972cd0f7ae383b9fd0bc0,curated_user_inbox,user_curated_candidate,,[],1280
medium,False,"['street', 'wide']",Кадр уже читается хорошо.,Фигура связана с окружением и перспективой.,['keep_current_setup'],053.jpg,"['step_closer', 'simplify_background']",[],853,docs/cameraanalysis/dataset/inbox/images/053.jpg,codex_visual_contact_sheet_review_2026-05-21,,,['композиция и свет поддерживают замысел'],человек спиной в городе,[],good,ca_img_053,ai_first_pass_needs_human_review,street_back_view,2512a540ffebe0f3e3e7ef12159f139f45cd57fb83b1c4d7bbd26451c14ba007,curated_user_inbox,user_curated_candidate,,[],1280
high,False,"['framing', 'black_white']",Кадр читается хорошо: монохром подчеркивает форму.,Проем и свет ведут взгляд в глубину.,['keep_current_setup'],054.jpg,"['step_closer', 'add_front_fill_light']",[],883,docs/cameraanalysis/dataset/inbox/images/054.jpg,codex_visual_contact_sheet_review_2026-05-21,,,['композиция и свет поддерживают замысел'],человек в глубине через проем,[],good,ca_img_054,ai_first_pass_needs_human_review,black_white_depth_frame,efc236deab2b548d793bae966433d4b6e40e62cb79f143bfe5f53c0b33bf1ecb,curated_user_inbox,user_curated_candidate,,[],1280
medium,False,"['street_night', 'establishing']",Оставь широкий план: пространство здесь работает на историю.,Световые пятна задают городское настроение.,['keep_current_setup'],055.jpg,"['step_closer', 'add_front_fill_light']",[],974,docs/cameraanalysis/dataset/inbox/images/055.jpg,codex_visual_contact_sheet_review_2026-05-21,,,['пространство работает на историю'],ночная городская улица,[],good,ca_img_055,ai_first_pass_needs_human_review,night_establishing_street,42bb1637aa090d80e746ed369843ba78462de7176ce061d3f32b0f6926eb9cdd,curated_user_inbox,user_curated_candidate,,[],1280
high,False,"['portrait', 'background_texture']",Кадр уже читается хорошо.,Фактурная стена добавляет характер и не перебивает героя.,['keep_current_setup'],056.jpg,"['simplify_background', 'step_closer']",[],853,docs/cameraanalysis/dataset/inbox/images/056.jpg,codex_visual_contact_sheet_review_2026-05-21,,,['лицо или герой читается'],человек у кирпичной стены,[],good,ca_img_056,ai_first_pass_needs_human_review,brick_wall_portrait,c8d3a5d33be6deb97bdff92d022a9ded06be468a3c7b3a1b8c13db8d6a9be551,curated_user_inbox,user_curated_candidate,,[],1280
medium,False,"['street_night', 'object_light']",Предметный кадр читается хорошо.,Светофор и тени работают как street detail.,['keep_current_setup'],057.jpg,"['step_closer', 'add_front_fill_light']",[],1024,docs/cameraanalysis/dataset/inbox/images/057.jpg,codex_visual_contact_sheet_review_2026-05-21,,,['предмет является ясным визуальным центром'],ночная улица со светофором,[],good,ca_img_057,ai_first_pass_needs_human_review,night_street_detail,2e806e23b6e42bc8601ac81fcd5a4722dccbc6613a6e2904f31828cb6d48fef5,curated_user_inbox,user_curated_candidate,,[],1280
high,False,"['motion_blur', 'hotspot']",Кадр смазан — попробуй зафиксировать камеру.,Сильный смаз и горячие лампы разрушают читаемость.,[],058.jpg,"['level_horizon', 'shift_frame_left']","['stabilize_camera', 'reduce_exposure']",500,docs/cameraanalysis/dataset/inbox/images/058.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],размытая сцена в помещении,"['яркий источник или пересвет забирает внимание', 'смаз разрушает читаемость']",bad,ca_img_058,ai_first_pass_needs_human_review,technical_failure_indoor,a42d7d7ba1be46b450a3faa5e4c5116dc9261d52de5792687f94948989bb397f,public_iqa_bad_tail,live_challenge_bad_tail,,"['hotspot', 'motion_blur', 'overexposure']",500
high,False,['motion_blur'],Кадр смазан — попробуй зафиксировать камеру.,Объект не читается из-за движения.,[],059.bmp,"['shift_frame_left', 'level_horizon']","['stabilize_camera', 'refocus_subject']",500,docs/cameraanalysis/dataset/inbox/images/059.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],размытый светящийся объект ночью,['смаз разрушает читаемость'],bad,ca_img_059,ai_first_pass_needs_human_review,technical_failure_night_object,aa98246db5585ae8563b65ebe1ceee8c67565e34f3dbb0b4e1ce6e29c6674190,public_iqa_bad_tail,live_challenge_bad_tail,,"['motion_blur', 'defocus']",500
high,False,"['defocus', 'no_clear_subject']",Кадр смазан — попробуй зафиксировать камеру.,Нужны резкость и понятный субъект.,[],060.jpg,"['keep_current_setup', 'shift_frame_right']","['stabilize_camera', 'refocus_subject']",500,docs/cameraanalysis/dataset/inbox/images/060.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],размытая комната с телевизором,"['нет ясного главного субъекта', 'главный субъект не в фокусе']",bad,ca_img_060,ai_first_pass_needs_human_review,technical_failure_room,46c8e533032184eea8456832bf898d342ab4835ce3c97652bc242f38f86674bc,public_iqa_bad_tail,live_challenge_bad_tail,,"['defocus', 'no_clear_subject', 'motion_blur']",500
high,False,"['defocus', 'object']",Кадр смазан — попробуй зафиксировать камеру.,Предметный кадр развален фокусом.,[],061.jpg,"['step_closer', 'keep_current_setup']","['refocus_subject', 'stabilize_camera']",500,docs/cameraanalysis/dataset/inbox/images/061.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],размытые монеты или предметы,['главный субъект не в фокусе'],bad,ca_img_061,ai_first_pass_needs_human_review,technical_failure_object,8debe81f18454d08d0a54ec4561f4237fb85744aff71fa89a95d379ddf0992c1,public_iqa_bad_tail,live_challenge_bad_tail,,"['defocus', 'motion_blur']",500
high,False,"['occlusion', 'overexposure']",Кадр пересвечен — уменьши экспозицию.,Кадр перекрыт и пересвечен.,[],062.jpg,"['shift_frame_left', 'level_horizon']","['avoid_occlusion', 'reduce_exposure']",500,docs/cameraanalysis/dataset/inbox/images/062.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],частично перекрытый пересвеченный кадр,['яркий источник или пересвет забирает внимание'],bad,ca_img_062,ai_first_pass_needs_human_review,technical_failure_occluded_overexposed,e702c171a65fd162bfa78fd61f781fcd2092a997cab8bb439d15a303c0fbab75,public_iqa_bad_tail,live_challenge_bad_tail,,"['occlusion', 'overexposure']",500
high,False,"['defocus', 'object']",Субъект не в фокусе — наведи фокус заново.,Фокус не на предмете.,[],063.jpg,"['keep_current_setup', 'level_horizon']",['refocus_subject'],500,docs/cameraanalysis/dataset/inbox/images/063.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],предметы на полу вне фокуса,['главный субъект не в фокусе'],bad,ca_img_063,ai_first_pass_needs_human_review,technical_failure_object,c3794c0253fefe71167279e21a2c2aac5a54a844a1f05921952f81d041cc5684,public_iqa_bad_tail,live_challenge_bad_tail,,['defocus'],500
high,False,"['overexposure', 'stage']",Кадр смазан — попробуй зафиксировать камеру.,Яркие источники доминируют над людьми.,['remove_background_hotspot'],064.jpg,"['keep_current_setup', 'step_closer']","['reduce_exposure', 'stabilize_camera']",500,docs/cameraanalysis/dataset/inbox/images/064.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],сцена с сильным пересветом,['яркий источник или пересвет забирает внимание'],bad,ca_img_064,ai_first_pass_needs_human_review,technical_failure_stage,f5ff8f1e50e38fe28b763fcc9fbf15b2415f684cd1839cfa5822abdc5c1f8b3b,public_iqa_bad_tail,live_challenge_bad_tail,,"['overexposure', 'motion_blur']",500
high,False,"['overexposure', 'outdoor']",Кадр пересвечен — уменьши экспозицию.,Большая часть кадра выбита светом.,['change_camera_angle'],065.bmp,"['keep_current_setup', 'step_closer']",['reduce_exposure'],500,docs/cameraanalysis/dataset/inbox/images/065.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],человек в пересвеченном парке,['яркий источник или пересвет забирает внимание'],bad,ca_img_065,ai_first_pass_needs_human_review,technical_failure_outdoor,ab09276e5af54919f56370483e1569b046a58180b477cd8e7abe0b1d800dc2ff,public_iqa_bad_tail,live_challenge_bad_tail,,['overexposure'],500
high,False,"['defocus', 'object']",Кадр смазан — попробуй зафиксировать камеру.,Объект нечеткий.,[],066.jpg,"['step_closer', 'keep_current_setup']","['refocus_subject', 'stabilize_camera']",500,docs/cameraanalysis/dataset/inbox/images/066.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],размытые монеты,['главный субъект не в фокусе'],bad,ca_img_066,ai_first_pass_needs_human_review,technical_failure_object,e4243fbabed2147360713f468a294ab552c46e58902226cb37cee1cda834ad24,public_iqa_bad_tail,live_challenge_bad_tail,,"['defocus', 'motion_blur']",500
high,False,"['no_clear_focus', 'clutter']","Возможно, стоит упростить фон или выбрать главный центр.",Нет ясного главного объекта.,['simplify_background'],067.jpg,"['level_horizon', 'step_closer']",[],500,docs/cameraanalysis/dataset/inbox/images/067.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],пестрая текстура без субъекта,"['фон или толпа конкурируют с главным субъектом', 'нет ясного главного субъекта']",bad,ca_img_067,ai_first_pass_needs_human_review,no_clear_focus_texture,c780d13760258c821a09eb41bf5934fe3f63c334c9ea2a3f72dfef18668b4ef8,public_iqa_bad_tail,live_challenge_bad_tail,,"['clutter', 'no_clear_focus']",500
high,False,"['underexposure', 'landscape']",Кадр слишком темный — добавь свет или подними экспозицию.,Недостаточно света и деталей.,[],068.bmp,"['level_horizon', 'keep_current_setup']",['increase_exposure'],500,docs/cameraanalysis/dataset/inbox/images/068.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],темный парк с деревьями,['субъект или сцена недостаточно освещены'],bad,ca_img_068,ai_first_pass_needs_human_review,technical_failure_landscape,f82ef6fd952e0ab97c045d179db49c36266df4eb39addd68b986c7b8bbfaff99,public_iqa_bad_tail,live_challenge_bad_tail,,['underexposure'],500
high,False,"['motion_blur', 'overexposure']",Кадр смазан — попробуй зафиксировать камеру.,Смаз и пересвет мешают анализу.,['remove_background_hotspot'],069.jpg,['keep_current_setup'],"['stabilize_camera', 'reduce_exposure']",500,docs/cameraanalysis/dataset/inbox/images/069.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],размытая пересвеченная сцена,"['яркий источник или пересвет забирает внимание', 'смаз разрушает читаемость']",bad,ca_img_069,ai_first_pass_needs_human_review,technical_failure_stage,700c02e1f25ce0228c3a9950c8ebce202753d9c51434267309a19ca5391477db,public_iqa_bad_tail,live_challenge_bad_tail,,"['motion_blur', 'overexposure']",500
high,False,"['motion_blur', 'no_clear_subject']",Кадр смазан — попробуй зафиксировать камеру.,Комната и субъект не читаются из-за движения.,[],070.bmp,"['shift_frame_left', 'keep_current_setup']","['stabilize_camera', 'refocus_subject']",500,docs/cameraanalysis/dataset/inbox/images/070.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],человек спиной в размытой комнате,"['нет ясного главного субъекта', 'смаз разрушает читаемость']",bad,ca_img_070,ai_first_pass_needs_human_review,technical_failure_classroom,9dc378cff4b4998a8d04e1de3c98d9d36a0f637099e43d2795c7046e61af4143,public_iqa_bad_tail,live_challenge_bad_tail,,"['motion_blur', 'no_clear_subject', 'defocus']",500
high,False,"['motion_blur', 'object']",Кадр смазан — попробуй зафиксировать камеру.,Смаз разрушает форму объекта.,[],071.jpg,"['step_closer', 'keep_current_setup']","['stabilize_camera', 'refocus_subject']",500,docs/cameraanalysis/dataset/inbox/images/071.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],оранжевый объект со световыми следами,['смаз разрушает читаемость'],bad,ca_img_071,ai_first_pass_needs_human_review,technical_failure_object,7237cd5b9559a82536acc015d64bc528c162c67c7f245adea79422d956821ad2,public_iqa_bad_tail,live_challenge_bad_tail,,"['motion_blur', 'defocus']",500
high,False,"['defocus', 'occlusion']",Субъект не в фокусе — наведи фокус заново.,Субъект перекрыт и не в фокусе.,['change_camera_angle'],072.jpg,['keep_current_setup'],"['refocus_subject', 'avoid_occlusion']",500,docs/cameraanalysis/dataset/inbox/images/072.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],птица или объект за деревом вне фокуса,['главный субъект не в фокусе'],bad,ca_img_072,ai_first_pass_needs_human_review,technical_failure_wildlife,8061f09426903b6cd1b06f5563f62163bef0ef2d3e7edad181057c5ee9928f1d,public_iqa_bad_tail,live_challenge_bad_tail,,"['defocus', 'occlusion']",500
high,False,"['overexposure', 'stage']",Кадр смазан — попробуй зафиксировать камеру.,Горячие лампы выбивают детали.,['remove_background_hotspot'],073.jpg,['keep_current_setup'],"['reduce_exposure', 'stabilize_camera']",500,docs/cameraanalysis/dataset/inbox/images/073.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],пересвеченная сцена,['яркий источник или пересвет забирает внимание'],bad,ca_img_073,ai_first_pass_needs_human_review,technical_failure_stage,ea2369b460605fbfeb61914ec44469e21d7546784c0667667521a13889d3082b,public_iqa_bad_tail,live_challenge_bad_tail,,"['overexposure', 'motion_blur']",500
high,False,"['horizon', 'motion_blur']",Кадр смазан — попробуй зафиксировать камеру.,Нарушены ориентация и резкость.,['level_horizon'],074.bmp,['keep_current_setup'],['stabilize_camera'],500,docs/cameraanalysis/dataset/inbox/images/074.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],перевернутый/размытый интерьер,['смаз разрушает читаемость'],bad,ca_img_074,ai_first_pass_needs_human_review,technical_failure_interior,d7a54a0ebee49e7ae267fd7f413da6fda1fd1913efb126e1aaf263d0b7bd8760,public_iqa_bad_tail,live_challenge_bad_tail,,"['horizon', 'motion_blur']",500
high,False,"['overexposure', 'landscape']",Кадр пересвечен — уменьши экспозицию.,Свет выбивает детали и делает сцену плоской.,['change_camera_angle'],075.bmp,['keep_current_setup'],['reduce_exposure'],500,docs/cameraanalysis/dataset/inbox/images/075.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],пересвеченный парк,['яркий источник или пересвет забирает внимание'],bad,ca_img_075,ai_first_pass_needs_human_review,technical_failure_landscape,aeef4daf38b42603d8426eb63c8c22713b698b45e57362c80b791ec93c63c437,public_iqa_bad_tail,live_challenge_bad_tail,,['overexposure'],500
high,False,"['motion_blur', 'person']",Кадр смазан — попробуй зафиксировать камеру.,Нужно дождаться более спокойного момента.,['wait_for_background_clearance'],076.bmp,"['level_horizon', 'shift_frame_left']",['stabilize_camera'],500,docs/cameraanalysis/dataset/inbox/images/076.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],размытый движущийся человек,['смаз разрушает читаемость'],bad,ca_img_076,ai_first_pass_needs_human_review,technical_failure_moving_person,8f4b2603d633946081a28c265c6d3174741a817a9846c1f81f3e84197345d09c,public_iqa_bad_tail,live_challenge_bad_tail,,['motion_blur'],500
high,False,"['underexposure', 'crowd']",Кадр смазан — попробуй зафиксировать камеру.,Ночная толпа слишком темная и смазанная.,['simplify_background'],077.jpg,['keep_current_setup'],"['increase_exposure', 'stabilize_camera', 'reduce_iso_noise']",500,docs/cameraanalysis/dataset/inbox/images/077.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],толпа ночью,"['фон или толпа конкурируют с главным субъектом', 'субъект или сцена недостаточно освещены']",bad,ca_img_077,ai_first_pass_needs_human_review,technical_failure_night_crowd,1335995969f468121e0e267d7ead55cf72015e2ed18ebd7366509e9c5c8d9925,public_iqa_bad_tail,live_challenge_bad_tail,,"['underexposure', 'motion_blur']",500
high,False,"['motion_blur', 'portrait']",Кадр смазан — попробуй зафиксировать камеру.,Лицо смазано движением.,[],078.bmp,"['shift_frame_left', 'keep_current_setup']","['stabilize_camera', 'refocus_subject']",500,docs/cameraanalysis/dataset/inbox/images/078.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],размытый профиль человека,['смаз разрушает читаемость'],bad,ca_img_078,ai_first_pass_needs_human_review,technical_failure_portrait,8a4105c46361f877bffd5aeef9b5e37cdaa12b4ff288a3f42750d3a81cbe9b94,public_iqa_bad_tail,live_challenge_bad_tail,,"['motion_blur', 'defocus']",500
high,False,"['defocus', 'pet']",Субъект не в фокусе — наведи фокус заново.,Резкость не на коте.,[],079.jpg,"['keep_current_setup', 'simplify_background']",['refocus_subject'],500,docs/cameraanalysis/dataset/inbox/images/079.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],кот на кровати вне фокуса,['главный субъект не в фокусе'],bad,ca_img_079,ai_first_pass_needs_human_review,technical_failure_pet,f9bbdef7693955d06e45819502c8f74e34347e718b97a596adfa455a81bc4354,public_iqa_bad_tail,live_challenge_bad_tail,,['defocus'],500
high,False,"['stage', 'overexposure']",Кадр пересвечен — уменьши экспозицию.,Нужно снизить пересвет и/или подойти ближе.,"['step_closer', 'remove_background_hotspot']",080.jpg,['keep_current_setup'],['reduce_exposure'],500,docs/cameraanalysis/dataset/inbox/images/080.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],сцена с маленькими фигурами и ярким светом,['яркий источник или пересвет забирает внимание'],bad,ca_img_080,ai_first_pass_needs_human_review,technical_failure_stage,88fa3e1a7f3077616029ffe79b67debbfb7448c72d0a7099d558e70f98b18819,public_iqa_bad_tail,live_challenge_bad_tail,,['overexposure'],500
high,False,"['motion_blur', 'no_clear_subject']",Кадр смазан — попробуй зафиксировать камеру.,Световые следы доминируют над сценой.,[],081.jpg,"['level_horizon', 'step_closer']",['stabilize_camera'],500,docs/cameraanalysis/dataset/inbox/images/081.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],ночные световые следы,"['нет ясного главного субъекта', 'смаз разрушает читаемость']",bad,ca_img_081,ai_first_pass_needs_human_review,technical_failure_night_lights,9d4af9cbe161cd55a367d1af240216b4197d7f26a0eb1af3ae3bc8b56c226ba0,public_iqa_bad_tail,live_challenge_bad_tail,,"['motion_blur', 'no_clear_subject']",500
medium,False,"['landscape', 'no_clear_focus']",Кадр смазан — попробуй зафиксировать камеру.,"Субъект неясен, пейзаж смазан.",['simplify_background'],082.bmp,['level_horizon'],['stabilize_camera'],500,docs/cameraanalysis/dataset/inbox/images/082.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],размытый сумеречный пейзаж,['нет ясного главного субъекта'],bad,ca_img_082,ai_first_pass_needs_human_review,technical_failure_landscape,f8117e3865d6392d632a32730de257e31e767021d23344dfb27afa26923299b7,public_iqa_bad_tail,live_challenge_bad_tail,,"['no_clear_focus', 'motion_blur']",500
high,False,"['underexposure', 'group_subject']",Кадр слишком темный — добавь свет или подними экспозицию.,Людям не хватает света.,['add_front_fill_light'],083.bmp,['keep_current_setup'],"['increase_exposure', 'reduce_iso_noise']",500,docs/cameraanalysis/dataset/inbox/images/083.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],люди в темном парке,['субъект или сцена недостаточно освещены'],bad,ca_img_083,ai_first_pass_needs_human_review,technical_failure_night_people,8263549f7aea98259cf3934336fac42cdbace40fb46dff189d969f08ebac25c2,public_iqa_bad_tail,live_challenge_bad_tail,,['underexposure'],500
high,False,"['group_subject', 'motion_blur']",Кадр смазан — попробуй зафиксировать камеру.,"Эмоция есть, но кадр технически смазан.",['wait_for_background_clearance'],084.jpg,['keep_current_setup'],"['stabilize_camera', 'reduce_exposure']",500,docs/cameraanalysis/dataset/inbox/images/084.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],группа людей в ярком помещении,['смаз разрушает читаемость'],bad,ca_img_084,ai_first_pass_needs_human_review,technical_failure_group_flash,e27c80cf6fd13d229b78dcd41079f0479a9ceb2ecf57d8679fa86cf2c7106dbc,public_iqa_bad_tail,live_challenge_bad_tail,,"['motion_blur', 'overexposure']",500
medium,False,"['no_clear_focus', 'landscape']","Возможно, стоит упростить фон или выбрать главный центр.","Дом, дерево и забор конкурируют.","['step_closer', 'simplify_background']",085.bmp,['keep_current_setup'],[],500,docs/cameraanalysis/dataset/inbox/images/085.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],дом и дерево в слабом кадре,['нет ясного главного субъекта'],bad,ca_img_085,ai_first_pass_needs_human_review,weak_subject_house,4b4fc10db08877fbc06b69647d8045b20e29fa953b69a20e9bda61154ded1eb0,public_iqa_bad_tail,live_challenge_bad_tail,,['no_clear_focus'],500
high,False,"['underexposure', 'motion_blur']",Кадр смазан — попробуй зафиксировать камеру.,Город почти не читается из-за темноты и смаза.,[],086.jpg,"['keep_current_setup', 'step_closer']","['increase_exposure', 'stabilize_camera']",500,docs/cameraanalysis/dataset/inbox/images/086.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],темный ночной вид,"['субъект или сцена недостаточно освещены', 'смаз разрушает читаемость']",bad,ca_img_086,ai_first_pass_needs_human_review,technical_failure_night_city,b78a0b930ee1bc43e2e519805aa7e7578113b763791f6a03d4ae737319c7b2b3,public_iqa_bad_tail,live_challenge_bad_tail,,"['motion_blur', 'underexposure']",500
high,False,"['overexposure', 'stage']",Кадр смазан — попробуй зафиксировать камеру.,Источник света забирает все внимание.,['remove_background_hotspot'],087.jpg,['keep_current_setup'],"['reduce_exposure', 'stabilize_camera']",500,docs/cameraanalysis/dataset/inbox/images/087.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],пересвеченная сцена,['яркий источник или пересвет забирает внимание'],bad,ca_img_087,ai_first_pass_needs_human_review,technical_failure_stage,29a46295ce3e72384bb87f3e8b3e873713f1bc303acbe56118c9d4cfc92ac917,public_iqa_bad_tail,live_challenge_bad_tail,,"['overexposure', 'motion_blur']",500
high,False,"['overexposure', 'stage']",Кадр пересвечен — уменьши экспозицию.,"Сцена выбита, передний план темный.",['change_camera_angle'],088.jpg,['keep_current_setup'],['reduce_exposure'],500,docs/cameraanalysis/dataset/inbox/images/088.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],аудитория и пересвеченная сцена,['яркий источник или пересвет забирает внимание'],bad,ca_img_088,ai_first_pass_needs_human_review,technical_failure_stage_audience,51b4906805ef2534f1871645297a14bf6eede560f50438115460e4bedca3e886,public_iqa_bad_tail,live_challenge_bad_tail,,['overexposure'],500
high,False,"['overexposure', 'stage']",Кадр пересвечен — уменьши экспозицию.,"Лампы доминируют, главный субъект неочевиден.",['remove_background_hotspot'],089.jpg,['keep_current_setup'],['reduce_exposure'],500,docs/cameraanalysis/dataset/inbox/images/089.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],пересвеченная сцена с ребенком у края,['яркий источник или пересвет забирает внимание'],bad,ca_img_089,ai_first_pass_needs_human_review,technical_failure_stage,9e19842d4b575fc5ecebf62b986fed3472e5dda536a3a80f55ef46fd5b858ad4,public_iqa_bad_tail,live_challenge_bad_tail,,['overexposure'],500
medium,False,"['motion_blur', 'street']",Кадр смазан — попробуй зафиксировать камеру.,Кадр снят в движении.,[],090.jpg,"['level_horizon', 'keep_current_setup']",['stabilize_camera'],500,docs/cameraanalysis/dataset/inbox/images/090.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],размытая улица из машины,['смаз разрушает читаемость'],bad,ca_img_090,ai_first_pass_needs_human_review,technical_failure_car_street,098d95cf9c3d4f348414840e5bb3d05de2aeddeb105cbdc9ce090674be21fec5,public_iqa_bad_tail,live_challenge_bad_tail,,['motion_blur'],500
high,False,"['motion_blur', 'overexposure']",Кадр смазан — попробуй зафиксировать камеру.,Люди не читаются из-за световых следов.,['remove_background_hotspot'],091.jpg,['keep_current_setup'],"['stabilize_camera', 'reduce_exposure']",500,docs/cameraanalysis/dataset/inbox/images/091.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],сцена со световыми следами,"['яркий источник или пересвет забирает внимание', 'смаз разрушает читаемость']",bad,ca_img_091,ai_first_pass_needs_human_review,technical_failure_stage_light_trails,c3656ff9d5838d04b7eec78375cf334c52a7f6461792af386a5db79932013c58,public_iqa_bad_tail,live_challenge_bad_tail,,"['motion_blur', 'overexposure']",500
high,False,"['flash', 'group_subject']",Кадр смазан — попробуй зафиксировать камеру.,Жесткая вспышка и близкая дистанция портят лица.,['step_back'],092.bmp,['keep_current_setup'],"['stabilize_camera', 'reduce_exposure']",500,docs/cameraanalysis/dataset/inbox/images/092.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],группа людей со вспышкой,['Жесткая вспышка и близкая дистанция портят лица.'],bad,ca_img_092,ai_first_pass_needs_human_review,technical_failure_flash_group,4109fb8f842e33c2d0cd916cc5548a1d8af4b3352263db2a40f464185caeacc2,public_iqa_bad_tail,live_challenge_bad_tail,,"['flash', 'motion_blur', 'overexposure']",500
high,False,"['underexposure', 'group_subject']",Кадр слишком темный — добавь свет или подними экспозицию.,Люди темные и слишком малы.,"['step_closer', 'add_front_fill_light']",093.bmp,['keep_current_setup'],['increase_exposure'],500,docs/cameraanalysis/dataset/inbox/images/093.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],люди в темном парке,['субъект или сцена недостаточно освещены'],bad,ca_img_093,ai_first_pass_needs_human_review,technical_failure_park_people,f9af9d3d6bc58cb9e562073014be239e31bed4ce04a46e0f252ae26841be4975,public_iqa_bad_tail,live_challenge_bad_tail,,['underexposure'],500
