record_id,filename,source_bucket,quality_label,scene_type,expected_semantic_actions,forbidden_actions,future_needed_actions,demo_priority
ca_img_184,184.jpg,synthetic_bad_paired_apple_tv_press,bad,synthetic_bad_edge_cutoff,step_back|shift_frame_right,keep_current_setup|step_closer,avoid_occlusion,False
ca_img_187,187.jpg,synthetic_bad_paired_apple_tv_press,bad,synthetic_bad_hotspot,remove_background_hotspot|change_camera_angle,keep_current_setup,reduce_exposure,False
ca_img_188,188.jpg,synthetic_bad_paired_apple_tv_press,bad,synthetic_bad_underexposed_subject,add_front_fill_light|rotate_subject_toward_light,keep_current_setup,increase_exposure,False
ca_img_189,189.jpg,synthetic_bad_paired_apple_tv_press,bad,synthetic_bad_motion_blur,,keep_current_setup|level_horizon|step_closer,stabilize_camera,False
ca_img_190,190.jpg,synthetic_bad_paired_apple_tv_press,bad,synthetic_bad_subject_too_small,step_closer,keep_current_setup|step_back,,False
ca_img_191,191.jpg,synthetic_bad_paired_apple_tv_press,bad,synthetic_bad_cluttered_background,simplify_background|remove_distracting_object,keep_current_setup,,False
ca_img_192,192.jpg,synthetic_bad_paired_apple_tv_press,bad,synthetic_bad_edge_cutoff,step_back|shift_frame_right,keep_current_setup|step_closer,avoid_occlusion,False
ca_img_195,195.jpg,synthetic_bad_paired_apple_tv_press,bad,synthetic_bad_hotspot,remove_background_hotspot|change_camera_angle,keep_current_setup,reduce_exposure,False
ca_img_196,196.jpg,synthetic_bad_paired_apple_tv_press,bad,synthetic_bad_underexposed_subject,add_front_fill_light|rotate_subject_toward_light,keep_current_setup,increase_exposure,False
ca_img_197,197.jpg,synthetic_bad_paired_apple_tv_press,bad,synthetic_bad_motion_blur,,keep_current_setup|level_horizon|step_closer,stabilize_camera,False
ca_img_198,198.jpg,synthetic_bad_paired_apple_tv_press,bad,synthetic_bad_subject_too_small,step_closer,keep_current_setup|step_back,,False
ca_img_199,199.jpg,synthetic_bad_paired_apple_tv_press,bad,synthetic_bad_cluttered_background,simplify_background|remove_distracting_object,keep_current_setup,,False
ca_img_207,207.jpg,synthetic_bad_paired_apple_tv_press,bad,synthetic_bad_cluttered_background,simplify_background|remove_distracting_object,keep_current_setup,,False
