record_id,filename,quality_label,scene_type,primary_subject,expected_semantic_actions,future_needed_actions,forbidden_actions,confidence_target,demo_priority,review_status
ca_img_136,136.jpg,good,cinematic_promo_frame,мужчина в зимней сцене,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,high,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_137,137.jpg,good,cinematic_promo_frame,две женщины в деловой сцене,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,high,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_138,138.jpg,good,cinematic_promo_frame,мужчина в тёплом интерьере,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,high,True,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_139,139.jpg,good,cinematic_promo_frame,группа людей за столом,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,high,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_140,140.jpg,good,cinematic_promo_frame,персонажи в коридоре,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,high,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_141,141.jpg,good,cinematic_promo_frame,мужчина в тёплом свете,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,high,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_142,142.jpg,good,cinematic_promo_frame,персонаж в пустынном пространстве,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,high,True,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_143,143.jpg,good,cinematic_promo_frame,персонаж в фантастической сцене,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,medium,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_144,144.jpg,good,cinematic_promo_frame,мужчина в контровом свете,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,high,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_145,145.jpg,good,cinematic_promo_frame,ребёнок в портретной сцене,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,high,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_146,146.jpg,good,cinematic_promo_frame,персонаж в фантастической сцене,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,medium,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_147,147.jpg,good,cinematic_promo_frame,женщина в светлой сцене,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,high,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_148,148.jpg,good,cinematic_promo_frame,анимационный персонаж,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,high,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_149,149.jpg,good,cinematic_promo_frame,два персонажа в военной сцене,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,medium,True,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_150,150.jpg,good,cinematic_promo_frame,крупный фантастический объект,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,medium,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_151,151.jpg,good,cinematic_promo_frame,персонаж в драматической сцене,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,high,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_152,152.jpg,good,cinematic_promo_frame,женщина в крупном плане,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,high,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_153,153.jpg,good,cinematic_promo_frame,мужчина в портретной сцене,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,high,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_154,154.jpg,good,cinematic_promo_frame,персонаж в драматической сцене,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,medium,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_155,155.jpg,good,cinematic_promo_frame,группа персонажей в офисной сцене,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,high,True,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_156,156.jpg,good,cinematic_promo_frame,персонажи в диалоговой сцене,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,high,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_157,157.jpg,good,cinematic_promo_frame,женщина в драматическом крупном плане,keep_current_setup,,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,medium,False,cinematic_preservation_ai_first_pass_needs_human_review
ca_img_158,158.jpg,bad,bad_framing_cluttered_beach_portrait,man on beach chair,simplify_background|remove_distracting_object|step_closer,,keep_current_setup|step_back,high,True,imagegen_synthetic_needs_human_review
ca_img_159,159.jpg,bad,bad_framing_occluded_car_portrait,girl in car,wait_for_background_clearance|shift_frame_left|step_back,avoid_occlusion,keep_current_setup|step_closer,high,True,imagegen_synthetic_needs_human_review
ca_img_160,160.jpg,bad,bad_framing_hotspot_portrait,person near fire,remove_background_hotspot|change_camera_angle|add_front_fill_light,reduce_exposure,keep_current_setup,high,True,imagegen_synthetic_needs_human_review
ca_img_161,161.jpg,bad,bad_framing_crowded_corridor,two people in corridor,simplify_background|wait_for_background_clearance|remove_distracting_object,,keep_current_setup,high,True,imagegen_synthetic_needs_human_review
ca_img_162,162.jpg,bad,bad_framing_silhouette_hallway,people in hallway,add_front_fill_light|rotate_subject_toward_light|change_camera_angle,increase_exposure,keep_current_setup,high,True,imagegen_synthetic_needs_human_review
ca_img_163,163.jpg,bad,bad_framing_foreground_obstruction,people in hallway,remove_distracting_object|step_back|shift_frame_up,avoid_occlusion,keep_current_setup|step_closer,high,True,imagegen_synthetic_needs_human_review
ca_img_164,164.jpg,bad,bad_framing_edge_cutoff_portrait,man in warm interior,step_back|shift_frame_left|remove_background_hotspot,reduce_exposure,keep_current_setup|step_closer,high,True,imagegen_synthetic_needs_human_review
ca_img_165,165.jpg,bad,bad_framing_subject_too_small,people in room,step_closer|simplify_background,,keep_current_setup|step_back,high,True,imagegen_synthetic_needs_human_review
ca_img_166,166.jpg,bad,bad_framing_desert_hotspot,rider or figure in desert,remove_background_hotspot|change_camera_angle|step_closer,reduce_exposure,keep_current_setup|step_back,high,True,imagegen_synthetic_needs_human_review
ca_img_167,167.jpg,bad,bad_framing_busy_sci_fi_portrait,armored character,simplify_background|move_subject_away_from_background|shift_frame_right,,keep_current_setup,high,True,imagegen_synthetic_needs_human_review
ca_img_168,168.jpg,bad,bad_framing_barred_tunnel,person in tunnel,step_back|change_camera_angle|shift_frame_down,avoid_occlusion,keep_current_setup|step_closer,high,True,imagegen_synthetic_needs_human_review
ca_img_169,169.jpg,bad,bad_framing_branch_occluded_portrait,child in forest,add_front_fill_light|change_camera_angle|remove_distracting_object,increase_exposure|avoid_occlusion,keep_current_setup,high,True,imagegen_synthetic_needs_human_review
ca_img_170,170.jpg,bad,bad_framing_fence_obstruction,woman and creature,remove_distracting_object|shift_frame_left|step_closer,avoid_occlusion,keep_current_setup|step_back,high,True,imagegen_synthetic_needs_human_review
ca_img_171,171.jpg,bad,bad_framing_kitchen_clutter,woman in kitchen or lab,simplify_background|remove_distracting_object|step_back,,keep_current_setup,high,True,imagegen_synthetic_needs_human_review
ca_img_172,172.jpg,bad,bad_framing_tiny_animated_subject,animated black cat,step_closer|simplify_background|wait_for_background_clearance,,keep_current_setup|step_back,high,True,imagegen_synthetic_needs_human_review
ca_img_173,173.jpg,bad,bad_framing_text_occluded_hallway,woman in locker hallway,remove_distracting_object|shift_frame_right|step_back,avoid_occlusion,keep_current_setup|step_closer,high,True,imagegen_synthetic_needs_human_review
ca_img_174,174.jpg,bad,bad_framing_two_person_backlight,two men in dark interior,add_front_fill_light|rotate_subject_toward_light|change_camera_angle,increase_exposure,keep_current_setup,high,True,imagegen_synthetic_needs_human_review
ca_img_175,175.jpg,bad,bad_framing_creature_hotspot,sea creature,remove_background_hotspot|step_closer|change_camera_angle,reduce_exposure,keep_current_setup|step_back,high,True,imagegen_synthetic_needs_human_review
ca_img_176,176.jpg,bad,bad_framing_crowded_alley,suited man in alley,wait_for_background_clearance|simplify_background|shift_frame_left,avoid_occlusion,keep_current_setup,high,True,imagegen_synthetic_needs_human_review
ca_img_177,177.jpg,bad,bad_framing_close_portrait_cutoff,woman in yellow jacket,shift_frame_right|step_back|move_subject_left,,keep_current_setup|step_closer,high,True,imagegen_synthetic_needs_human_review
ca_img_178,178.jpg,bad,synthetic_bad_crooked_frame,основной объект исходного промо-кадра,level_horizon,,keep_current_setup|step_closer,high,False,synthetic_recipe_needs_human_spot_check
ca_img_179,179.jpg,bad,synthetic_bad_hotspot,основной объект исходного промо-кадра,remove_background_hotspot|change_camera_angle,reduce_exposure,keep_current_setup,high,False,synthetic_recipe_needs_human_spot_check
ca_img_180,180.jpg,bad,synthetic_bad_underexposed_subject,основной объект исходного промо-кадра,add_front_fill_light|rotate_subject_toward_light,increase_exposure,keep_current_setup,high,False,synthetic_recipe_needs_human_spot_check
ca_img_181,181.jpg,bad,synthetic_bad_motion_blur,основной объект исходного промо-кадра,,stabilize_camera,keep_current_setup|level_horizon|step_closer,medium,False,synthetic_recipe_needs_human_spot_check
ca_img_182,182.jpg,bad,synthetic_bad_subject_too_small,основной объект исходного промо-кадра,step_closer,,keep_current_setup|step_back,high,False,synthetic_recipe_needs_human_spot_check
ca_img_183,183.jpg,bad,synthetic_bad_cluttered_background,основной объект исходного промо-кадра,simplify_background|remove_distracting_object,,keep_current_setup,high,False,synthetic_recipe_needs_human_spot_check
ca_img_184,184.jpg,bad,synthetic_bad_edge_cutoff,основной объект исходного промо-кадра,step_back|shift_frame_right,avoid_occlusion,keep_current_setup|step_closer,high,False,synthetic_recipe_needs_human_spot_check
ca_img_185,185.jpg,bad,synthetic_bad_low_contrast_noise,основной объект исходного промо-кадра,,reduce_iso_noise|increase_exposure,keep_current_setup|level_horizon|step_closer,medium,False,synthetic_recipe_needs_human_spot_check
ca_img_186,186.jpg,bad,synthetic_bad_crooked_frame,основной объект исходного промо-кадра,level_horizon,,keep_current_setup|step_closer,high,False,synthetic_recipe_needs_human_spot_check
ca_img_187,187.jpg,bad,synthetic_bad_hotspot,основной объект исходного промо-кадра,remove_background_hotspot|change_camera_angle,reduce_exposure,keep_current_setup,high,False,synthetic_recipe_needs_human_spot_check
ca_img_188,188.jpg,bad,synthetic_bad_underexposed_subject,основной объект исходного промо-кадра,add_front_fill_light|rotate_subject_toward_light,increase_exposure,keep_current_setup,high,False,synthetic_recipe_needs_human_spot_check
ca_img_189,189.jpg,bad,synthetic_bad_motion_blur,основной объект исходного промо-кадра,,stabilize_camera,keep_current_setup|level_horizon|step_closer,medium,False,synthetic_recipe_needs_human_spot_check
ca_img_190,190.jpg,bad,synthetic_bad_subject_too_small,основной объект исходного промо-кадра,step_closer,,keep_current_setup|step_back,high,False,synthetic_recipe_needs_human_spot_check
ca_img_191,191.jpg,bad,synthetic_bad_cluttered_background,основной объект исходного промо-кадра,simplify_background|remove_distracting_object,,keep_current_setup,high,False,synthetic_recipe_needs_human_spot_check
ca_img_192,192.jpg,bad,synthetic_bad_edge_cutoff,основной объект исходного промо-кадра,step_back|shift_frame_right,avoid_occlusion,keep_current_setup|step_closer,high,False,synthetic_recipe_needs_human_spot_check
ca_img_193,193.jpg,bad,synthetic_bad_low_contrast_noise,основной объект исходного промо-кадра,,reduce_iso_noise|increase_exposure,keep_current_setup|level_horizon|step_closer,medium,False,synthetic_recipe_needs_human_spot_check
ca_img_194,194.jpg,bad,synthetic_bad_crooked_frame,основной объект исходного промо-кадра,level_horizon,,keep_current_setup|step_closer,high,False,synthetic_recipe_needs_human_spot_check
ca_img_195,195.jpg,bad,synthetic_bad_hotspot,основной объект исходного промо-кадра,remove_background_hotspot|change_camera_angle,reduce_exposure,keep_current_setup,high,False,synthetic_recipe_needs_human_spot_check
ca_img_196,196.jpg,bad,synthetic_bad_underexposed_subject,основной объект исходного промо-кадра,add_front_fill_light|rotate_subject_toward_light,increase_exposure,keep_current_setup,high,False,synthetic_recipe_needs_human_spot_check
ca_img_197,197.jpg,bad,synthetic_bad_motion_blur,основной объект исходного промо-кадра,,stabilize_camera,keep_current_setup|level_horizon|step_closer,medium,False,synthetic_recipe_needs_human_spot_check
ca_img_198,198.jpg,bad,synthetic_bad_subject_too_small,основной объект исходного промо-кадра,step_closer,,keep_current_setup|step_back,high,False,synthetic_recipe_needs_human_spot_check
ca_img_199,199.jpg,bad,synthetic_bad_cluttered_background,основной объект исходного промо-кадра,simplify_background|remove_distracting_object,,keep_current_setup,high,False,synthetic_recipe_needs_human_spot_check
ca_img_200,200.jpg,bad,synthetic_bad_edge_cutoff,основной объект исходного промо-кадра,step_back|shift_frame_right,avoid_occlusion,keep_current_setup|step_closer,high,False,synthetic_recipe_needs_human_spot_check
ca_img_201,201.jpg,bad,synthetic_bad_low_contrast_noise,основной объект исходного промо-кадра,,reduce_iso_noise|increase_exposure,keep_current_setup|level_horizon|step_closer,medium,False,synthetic_recipe_needs_human_spot_check
ca_img_202,202.jpg,bad,synthetic_bad_crooked_frame,основной объект исходного промо-кадра,level_horizon,,keep_current_setup|step_closer,high,False,synthetic_recipe_needs_human_spot_check
ca_img_203,203.jpg,bad,synthetic_bad_hotspot,основной объект исходного промо-кадра,remove_background_hotspot|change_camera_angle,reduce_exposure,keep_current_setup,high,False,synthetic_recipe_needs_human_spot_check
ca_img_204,204.jpg,bad,synthetic_bad_underexposed_subject,основной объект исходного промо-кадра,add_front_fill_light|rotate_subject_toward_light,increase_exposure,keep_current_setup,high,False,synthetic_recipe_needs_human_spot_check
ca_img_205,205.jpg,bad,synthetic_bad_motion_blur,основной объект исходного промо-кадра,,stabilize_camera,keep_current_setup|level_horizon|step_closer,medium,False,synthetic_recipe_needs_human_spot_check
ca_img_206,206.jpg,bad,synthetic_bad_subject_too_small,основной объект исходного промо-кадра,step_closer,,keep_current_setup|step_back,high,False,synthetic_recipe_needs_human_spot_check
ca_img_207,207.jpg,bad,synthetic_bad_cluttered_background,основной объект исходного промо-кадра,simplify_background|remove_distracting_object,,keep_current_setup,high,False,synthetic_recipe_needs_human_spot_check
