record_id,filename,image_path,source_bucket,source_dataset,width,height,sha256,quality_label,scene_type,primary_subject,positive_factors,problems,technical_quality_defects,expected_live_tip,expected_pause_summary,expected_semantic_actions,future_needed_actions,forbidden_actions,confidence_target,demo_priority,eval_tags,review_status,label_source,synthetic_recipe,parent_record_id,parent_filename
ca_img_046,046.jpg,docs/cameraanalysis/dataset/inbox/images/046.jpg,curated_user_inbox,user_curated_candidate,1280,851,a732d7a616f5521ac96ad2671bf009a0a1b110de5485a014d35caf9130a4035b,good,black_white_street_scene,уличные музыканты в арке,"[""композиция и свет поддерживают замысел""]",[],[],Кадр читается хорошо: монохром подчеркивает форму.,"Арка, свет и фигуры дают глубину.","[""keep_current_setup""]",[],"[""step_closer"", ""simplify_background""]",high,False,"[""street"", ""black_white""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_047,047.jpg,docs/cameraanalysis/dataset/inbox/images/047.jpg,curated_user_inbox,user_curated_candidate,1280,853,93ce0d013be49fea276ac5337a3cd148a71c7ced99eb993416d896311cc63319,good,street_single_portrait,девушка на улице,"[""лицо или герой читается""]",[],[],Кадр уже читается хорошо.,Субъект отделен от городского фона.,"[""keep_current_setup""]",[],"[""step_closer"", ""simplify_background""]",high,False,"[""portrait"", ""street""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_048,048.jpg,docs/cameraanalysis/dataset/inbox/images/048.jpg,curated_user_inbox,user_curated_candidate,1280,853,043fb89612532909c80f86b78eca51c1aa7a01a24233b8b4fe5e86ad98a6d1e9,good,wide_spotlight_subject,человек под светом у стены,"[""композиция и свет поддерживают замысел""]",[],[],Кадр уже читается хорошо.,Широкое пространство и пятно света делают героя главным.,"[""keep_current_setup""]",[],"[""step_closer"", ""add_front_fill_light""]",high,True,"[""demo_good_negative_space"", ""spotlight""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_049,049.jpg,docs/cameraanalysis/dataset/inbox/images/049.jpg,curated_user_inbox,user_curated_candidate,1280,853,800947ad443fb90daf3ef7f60a59ffbb92b12a2c3d52125068f07ab168a4257a,good,night_smoke_portrait,мужчина в дымке ночью,"[""лицо или герой читается""]",[],[],Кадр уже читается хорошо.,Дымка и свет отделяют героя и добавляют глубину.,"[""keep_current_setup""]",[],"[""simplify_background"", ""add_front_fill_light""]",high,False,"[""portrait"", ""night"", ""depth""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_050,050.jpg,docs/cameraanalysis/dataset/inbox/images/050.jpg,curated_user_inbox,user_curated_candidate,1280,860,0a9e0b6d3e59ce82f2a60fab7a4a45b4aace80d9442f8f0df871b363c5ae3235,good,night_corridor_silhouette,силуэт человека в темном проходе,"[""темнота работает как художественный стиль""]",[],[],Кадр атмосферный: темнота здесь часть стиля.,"Световые линии ведут взгляд, силуэт намеренный.","[""keep_current_setup""]",[],"[""add_front_fill_light"", ""step_closer""]",medium,False,"[""silhouette"", ""low_key""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_051,051.jpg,docs/cameraanalysis/dataset/inbox/images/051.jpg,curated_user_inbox,user_curated_candidate,1280,851,8f46e10b95b35e243d3b0c2344d937c56c8a487e39f2c46c4bb5b011a7499e5f,good,backlit_portrait,мужчина с ярким контровым светом,"[""лицо или герой читается""]",[],[],Кадр сильный: контровой свет отделяет героя.,Контровой свет отделяет голову и плечи.,"[""keep_current_setup""]",[],"[""remove_background_hotspot"", ""add_front_fill_light""]",high,True,"[""demo_good_backlight"", ""portrait""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_052,052.jpg,docs/cameraanalysis/dataset/inbox/images/052.jpg,curated_user_inbox,user_curated_candidate,1280,854,750dd73a9afac56cd4a5ab38e42da392297f96636e0972cd0f7ae383b9fd0bc0,good,black_white_street_landscape,городская улица в монохроме,"[""композиция и свет поддерживают замысел""]",[],[],Кадр читается хорошо: монохром подчеркивает форму.,Геометрия улицы и монохром формируют структуру.,"[""keep_current_setup""]",[],"[""level_horizon"", ""step_closer""]",medium,False,"[""street"", ""black_white""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_053,053.jpg,docs/cameraanalysis/dataset/inbox/images/053.jpg,curated_user_inbox,user_curated_candidate,1280,853,2512a540ffebe0f3e3e7ef12159f139f45cd57fb83b1c4d7bbd26451c14ba007,good,street_back_view,человек спиной в городе,"[""композиция и свет поддерживают замысел""]",[],[],Кадр уже читается хорошо.,Фигура связана с окружением и перспективой.,"[""keep_current_setup""]",[],"[""step_closer"", ""simplify_background""]",medium,False,"[""street"", ""wide""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_054,054.jpg,docs/cameraanalysis/dataset/inbox/images/054.jpg,curated_user_inbox,user_curated_candidate,1280,883,efc236deab2b548d793bae966433d4b6e40e62cb79f143bfe5f53c0b33bf1ecb,good,black_white_depth_frame,человек в глубине через проем,"[""композиция и свет поддерживают замысел""]",[],[],Кадр читается хорошо: монохром подчеркивает форму.,Проем и свет ведут взгляд в глубину.,"[""keep_current_setup""]",[],"[""step_closer"", ""add_front_fill_light""]",high,False,"[""framing"", ""black_white""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_055,055.jpg,docs/cameraanalysis/dataset/inbox/images/055.jpg,curated_user_inbox,user_curated_candidate,1280,974,42bb1637aa090d80e746ed369843ba78462de7176ce061d3f32b0f6926eb9cdd,good,night_establishing_street,ночная городская улица,"[""пространство работает на историю""]",[],[],Оставь широкий план: пространство здесь работает на историю.,Световые пятна задают городское настроение.,"[""keep_current_setup""]",[],"[""step_closer"", ""add_front_fill_light""]",medium,False,"[""street_night"", ""establishing""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_056,056.jpg,docs/cameraanalysis/dataset/inbox/images/056.jpg,curated_user_inbox,user_curated_candidate,1280,853,c8d3a5d33be6deb97bdff92d022a9ded06be468a3c7b3a1b8c13db8d6a9be551,good,brick_wall_portrait,человек у кирпичной стены,"[""лицо или герой читается""]",[],[],Кадр уже читается хорошо.,Фактурная стена добавляет характер и не перебивает героя.,"[""keep_current_setup""]",[],"[""simplify_background"", ""step_closer""]",high,False,"[""portrait"", ""background_texture""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_057,057.jpg,docs/cameraanalysis/dataset/inbox/images/057.jpg,curated_user_inbox,user_curated_candidate,1280,1024,2e806e23b6e42bc8601ac81fcd5a4722dccbc6613a6e2904f31828cb6d48fef5,good,night_street_detail,ночная улица со светофором,"[""предмет является ясным визуальным центром""]",[],[],Предметный кадр читается хорошо.,Светофор и тени работают как street detail.,"[""keep_current_setup""]",[],"[""step_closer"", ""add_front_fill_light""]",medium,False,"[""street_night"", ""object_light""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_058,058.jpg,docs/cameraanalysis/dataset/inbox/images/058.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,a42d7d7ba1be46b450a3faa5e4c5116dc9261d52de5792687f94948989bb397f,bad,technical_failure_indoor,размытая сцена в помещении,[],"[""яркий источник или пересвет забирает внимание"", ""смаз разрушает читаемость""]","[""hotspot"", ""motion_blur"", ""overexposure""]",Кадр смазан — попробуй зафиксировать камеру.,Сильный смаз и горячие лампы разрушают читаемость.,[],"[""stabilize_camera"", ""reduce_exposure""]","[""level_horizon"", ""shift_frame_left""]",high,False,"[""motion_blur"", ""hotspot""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_059,059.bmp,docs/cameraanalysis/dataset/inbox/images/059.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,aa98246db5585ae8563b65ebe1ceee8c67565e34f3dbb0b4e1ce6e29c6674190,bad,technical_failure_night_object,размытый светящийся объект ночью,[],"[""смаз разрушает читаемость""]","[""motion_blur"", ""defocus""]",Кадр смазан — попробуй зафиксировать камеру.,Объект не читается из-за движения.,[],"[""stabilize_camera"", ""refocus_subject""]","[""shift_frame_left"", ""level_horizon""]",high,False,"[""motion_blur""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_060,060.jpg,docs/cameraanalysis/dataset/inbox/images/060.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,46c8e533032184eea8456832bf898d342ab4835ce3c97652bc242f38f86674bc,bad,technical_failure_room,размытая комната с телевизором,[],"[""нет ясного главного субъекта"", ""главный субъект не в фокусе""]","[""defocus"", ""no_clear_subject"", ""motion_blur""]",Кадр смазан — попробуй зафиксировать камеру.,Нужны резкость и понятный субъект.,[],"[""stabilize_camera"", ""refocus_subject""]","[""keep_current_setup"", ""shift_frame_right""]",high,False,"[""defocus"", ""no_clear_subject""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_061,061.jpg,docs/cameraanalysis/dataset/inbox/images/061.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,8debe81f18454d08d0a54ec4561f4237fb85744aff71fa89a95d379ddf0992c1,bad,technical_failure_object,размытые монеты или предметы,[],"[""главный субъект не в фокусе""]","[""defocus"", ""motion_blur""]",Кадр смазан — попробуй зафиксировать камеру.,Предметный кадр развален фокусом.,[],"[""refocus_subject"", ""stabilize_camera""]","[""step_closer"", ""keep_current_setup""]",high,False,"[""defocus"", ""object""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_062,062.jpg,docs/cameraanalysis/dataset/inbox/images/062.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,e702c171a65fd162bfa78fd61f781fcd2092a997cab8bb439d15a303c0fbab75,bad,technical_failure_occluded_overexposed,частично перекрытый пересвеченный кадр,[],"[""яркий источник или пересвет забирает внимание""]","[""occlusion"", ""overexposure""]",Кадр пересвечен — уменьши экспозицию.,Кадр перекрыт и пересвечен.,[],"[""avoid_occlusion"", ""reduce_exposure""]","[""shift_frame_left"", ""level_horizon""]",high,False,"[""occlusion"", ""overexposure""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_063,063.jpg,docs/cameraanalysis/dataset/inbox/images/063.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,c3794c0253fefe71167279e21a2c2aac5a54a844a1f05921952f81d041cc5684,bad,technical_failure_object,предметы на полу вне фокуса,[],"[""главный субъект не в фокусе""]","[""defocus""]",Субъект не в фокусе — наведи фокус заново.,Фокус не на предмете.,[],"[""refocus_subject""]","[""keep_current_setup"", ""level_horizon""]",high,False,"[""defocus"", ""object""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_064,064.jpg,docs/cameraanalysis/dataset/inbox/images/064.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,f5ff8f1e50e38fe28b763fcc9fbf15b2415f684cd1839cfa5822abdc5c1f8b3b,bad,technical_failure_stage,сцена с сильным пересветом,[],"[""яркий источник или пересвет забирает внимание""]","[""overexposure"", ""motion_blur""]",Кадр смазан — попробуй зафиксировать камеру.,Яркие источники доминируют над людьми.,"[""remove_background_hotspot""]","[""reduce_exposure"", ""stabilize_camera""]","[""keep_current_setup"", ""step_closer""]",high,False,"[""overexposure"", ""stage""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_065,065.bmp,docs/cameraanalysis/dataset/inbox/images/065.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,ab09276e5af54919f56370483e1569b046a58180b477cd8e7abe0b1d800dc2ff,bad,technical_failure_outdoor,человек в пересвеченном парке,[],"[""яркий источник или пересвет забирает внимание""]","[""overexposure""]",Кадр пересвечен — уменьши экспозицию.,Большая часть кадра выбита светом.,"[""change_camera_angle""]","[""reduce_exposure""]","[""keep_current_setup"", ""step_closer""]",high,False,"[""overexposure"", ""outdoor""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_066,066.jpg,docs/cameraanalysis/dataset/inbox/images/066.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,e4243fbabed2147360713f468a294ab552c46e58902226cb37cee1cda834ad24,bad,technical_failure_object,размытые монеты,[],"[""главный субъект не в фокусе""]","[""defocus"", ""motion_blur""]",Кадр смазан — попробуй зафиксировать камеру.,Объект нечеткий.,[],"[""refocus_subject"", ""stabilize_camera""]","[""step_closer"", ""keep_current_setup""]",high,False,"[""defocus"", ""object""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_067,067.jpg,docs/cameraanalysis/dataset/inbox/images/067.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,c780d13760258c821a09eb41bf5934fe3f63c334c9ea2a3f72dfef18668b4ef8,bad,no_clear_focus_texture,пестрая текстура без субъекта,[],"[""фон или толпа конкурируют с главным субъектом"", ""нет ясного главного субъекта""]","[""clutter"", ""no_clear_focus""]","Возможно, стоит упростить фон или выбрать главный центр.",Нет ясного главного объекта.,"[""simplify_background""]",[],"[""level_horizon"", ""step_closer""]",high,False,"[""no_clear_focus"", ""clutter""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_068,068.bmp,docs/cameraanalysis/dataset/inbox/images/068.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,f82ef6fd952e0ab97c045d179db49c36266df4eb39addd68b986c7b8bbfaff99,bad,technical_failure_landscape,темный парк с деревьями,[],"[""субъект или сцена недостаточно освещены""]","[""underexposure""]",Кадр слишком темный — добавь свет или подними экспозицию.,Недостаточно света и деталей.,[],"[""increase_exposure""]","[""level_horizon"", ""keep_current_setup""]",high,False,"[""underexposure"", ""landscape""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_069,069.jpg,docs/cameraanalysis/dataset/inbox/images/069.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,700c02e1f25ce0228c3a9950c8ebce202753d9c51434267309a19ca5391477db,bad,technical_failure_stage,размытая пересвеченная сцена,[],"[""яркий источник или пересвет забирает внимание"", ""смаз разрушает читаемость""]","[""motion_blur"", ""overexposure""]",Кадр смазан — попробуй зафиксировать камеру.,Смаз и пересвет мешают анализу.,"[""remove_background_hotspot""]","[""stabilize_camera"", ""reduce_exposure""]","[""keep_current_setup""]",high,False,"[""motion_blur"", ""overexposure""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_070,070.bmp,docs/cameraanalysis/dataset/inbox/images/070.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,9dc378cff4b4998a8d04e1de3c98d9d36a0f637099e43d2795c7046e61af4143,bad,technical_failure_classroom,человек спиной в размытой комнате,[],"[""нет ясного главного субъекта"", ""смаз разрушает читаемость""]","[""motion_blur"", ""no_clear_subject"", ""defocus""]",Кадр смазан — попробуй зафиксировать камеру.,Комната и субъект не читаются из-за движения.,[],"[""stabilize_camera"", ""refocus_subject""]","[""shift_frame_left"", ""keep_current_setup""]",high,False,"[""motion_blur"", ""no_clear_subject""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_071,071.jpg,docs/cameraanalysis/dataset/inbox/images/071.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,7237cd5b9559a82536acc015d64bc528c162c67c7f245adea79422d956821ad2,bad,technical_failure_object,оранжевый объект со световыми следами,[],"[""смаз разрушает читаемость""]","[""motion_blur"", ""defocus""]",Кадр смазан — попробуй зафиксировать камеру.,Смаз разрушает форму объекта.,[],"[""stabilize_camera"", ""refocus_subject""]","[""step_closer"", ""keep_current_setup""]",high,False,"[""motion_blur"", ""object""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_072,072.jpg,docs/cameraanalysis/dataset/inbox/images/072.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,8061f09426903b6cd1b06f5563f62163bef0ef2d3e7edad181057c5ee9928f1d,bad,technical_failure_wildlife,птица или объект за деревом вне фокуса,[],"[""главный субъект не в фокусе""]","[""defocus"", ""occlusion""]",Субъект не в фокусе — наведи фокус заново.,Субъект перекрыт и не в фокусе.,"[""change_camera_angle""]","[""refocus_subject"", ""avoid_occlusion""]","[""keep_current_setup""]",high,False,"[""defocus"", ""occlusion""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_073,073.jpg,docs/cameraanalysis/dataset/inbox/images/073.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,ea2369b460605fbfeb61914ec44469e21d7546784c0667667521a13889d3082b,bad,technical_failure_stage,пересвеченная сцена,[],"[""яркий источник или пересвет забирает внимание""]","[""overexposure"", ""motion_blur""]",Кадр смазан — попробуй зафиксировать камеру.,Горячие лампы выбивают детали.,"[""remove_background_hotspot""]","[""reduce_exposure"", ""stabilize_camera""]","[""keep_current_setup""]",high,False,"[""overexposure"", ""stage""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_074,074.bmp,docs/cameraanalysis/dataset/inbox/images/074.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,d7a54a0ebee49e7ae267fd7f413da6fda1fd1913efb126e1aaf263d0b7bd8760,bad,technical_failure_interior,перевернутый/размытый интерьер,[],"[""смаз разрушает читаемость""]","[""horizon"", ""motion_blur""]",Кадр смазан — попробуй зафиксировать камеру.,Нарушены ориентация и резкость.,"[""level_horizon""]","[""stabilize_camera""]","[""keep_current_setup""]",high,False,"[""horizon"", ""motion_blur""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_075,075.bmp,docs/cameraanalysis/dataset/inbox/images/075.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,aeef4daf38b42603d8426eb63c8c22713b698b45e57362c80b791ec93c63c437,bad,technical_failure_landscape,пересвеченный парк,[],"[""яркий источник или пересвет забирает внимание""]","[""overexposure""]",Кадр пересвечен — уменьши экспозицию.,Свет выбивает детали и делает сцену плоской.,"[""change_camera_angle""]","[""reduce_exposure""]","[""keep_current_setup""]",high,False,"[""overexposure"", ""landscape""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_076,076.bmp,docs/cameraanalysis/dataset/inbox/images/076.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,8f4b2603d633946081a28c265c6d3174741a817a9846c1f81f3e84197345d09c,bad,technical_failure_moving_person,размытый движущийся человек,[],"[""смаз разрушает читаемость""]","[""motion_blur""]",Кадр смазан — попробуй зафиксировать камеру.,Нужно дождаться более спокойного момента.,"[""wait_for_background_clearance""]","[""stabilize_camera""]","[""level_horizon"", ""shift_frame_left""]",high,False,"[""motion_blur"", ""person""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_077,077.jpg,docs/cameraanalysis/dataset/inbox/images/077.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,1335995969f468121e0e267d7ead55cf72015e2ed18ebd7366509e9c5c8d9925,bad,technical_failure_night_crowd,толпа ночью,[],"[""фон или толпа конкурируют с главным субъектом"", ""субъект или сцена недостаточно освещены""]","[""underexposure"", ""motion_blur""]",Кадр смазан — попробуй зафиксировать камеру.,Ночная толпа слишком темная и смазанная.,"[""simplify_background""]","[""increase_exposure"", ""stabilize_camera"", ""reduce_iso_noise""]","[""keep_current_setup""]",high,False,"[""underexposure"", ""crowd""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_078,078.bmp,docs/cameraanalysis/dataset/inbox/images/078.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,8a4105c46361f877bffd5aeef9b5e37cdaa12b4ff288a3f42750d3a81cbe9b94,bad,technical_failure_portrait,размытый профиль человека,[],"[""смаз разрушает читаемость""]","[""motion_blur"", ""defocus""]",Кадр смазан — попробуй зафиксировать камеру.,Лицо смазано движением.,[],"[""stabilize_camera"", ""refocus_subject""]","[""shift_frame_left"", ""keep_current_setup""]",high,False,"[""motion_blur"", ""portrait""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_079,079.jpg,docs/cameraanalysis/dataset/inbox/images/079.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,f9bbdef7693955d06e45819502c8f74e34347e718b97a596adfa455a81bc4354,bad,technical_failure_pet,кот на кровати вне фокуса,[],"[""главный субъект не в фокусе""]","[""defocus""]",Субъект не в фокусе — наведи фокус заново.,Резкость не на коте.,[],"[""refocus_subject""]","[""keep_current_setup"", ""simplify_background""]",high,False,"[""defocus"", ""pet""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_080,080.jpg,docs/cameraanalysis/dataset/inbox/images/080.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,88fa3e1a7f3077616029ffe79b67debbfb7448c72d0a7099d558e70f98b18819,bad,technical_failure_stage,сцена с маленькими фигурами и ярким светом,[],"[""яркий источник или пересвет забирает внимание""]","[""overexposure""]",Кадр пересвечен — уменьши экспозицию.,Нужно снизить пересвет и/или подойти ближе.,"[""step_closer"", ""remove_background_hotspot""]","[""reduce_exposure""]","[""keep_current_setup""]",high,False,"[""stage"", ""overexposure""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_081,081.jpg,docs/cameraanalysis/dataset/inbox/images/081.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,9d4af9cbe161cd55a367d1af240216b4197d7f26a0eb1af3ae3bc8b56c226ba0,bad,technical_failure_night_lights,ночные световые следы,[],"[""нет ясного главного субъекта"", ""смаз разрушает читаемость""]","[""motion_blur"", ""no_clear_subject""]",Кадр смазан — попробуй зафиксировать камеру.,Световые следы доминируют над сценой.,[],"[""stabilize_camera""]","[""level_horizon"", ""step_closer""]",high,False,"[""motion_blur"", ""no_clear_subject""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_082,082.bmp,docs/cameraanalysis/dataset/inbox/images/082.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,f8117e3865d6392d632a32730de257e31e767021d23344dfb27afa26923299b7,bad,technical_failure_landscape,размытый сумеречный пейзаж,[],"[""нет ясного главного субъекта""]","[""no_clear_focus"", ""motion_blur""]",Кадр смазан — попробуй зафиксировать камеру.,"Субъект неясен, пейзаж смазан.","[""simplify_background""]","[""stabilize_camera""]","[""level_horizon""]",medium,False,"[""landscape"", ""no_clear_focus""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_083,083.bmp,docs/cameraanalysis/dataset/inbox/images/083.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,8263549f7aea98259cf3934336fac42cdbace40fb46dff189d969f08ebac25c2,bad,technical_failure_night_people,люди в темном парке,[],"[""субъект или сцена недостаточно освещены""]","[""underexposure""]",Кадр слишком темный — добавь свет или подними экспозицию.,Людям не хватает света.,"[""add_front_fill_light""]","[""increase_exposure"", ""reduce_iso_noise""]","[""keep_current_setup""]",high,False,"[""underexposure"", ""group_subject""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_084,084.jpg,docs/cameraanalysis/dataset/inbox/images/084.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,e27c80cf6fd13d229b78dcd41079f0479a9ceb2ecf57d8679fa86cf2c7106dbc,bad,technical_failure_group_flash,группа людей в ярком помещении,[],"[""смаз разрушает читаемость""]","[""motion_blur"", ""overexposure""]",Кадр смазан — попробуй зафиксировать камеру.,"Эмоция есть, но кадр технически смазан.","[""wait_for_background_clearance""]","[""stabilize_camera"", ""reduce_exposure""]","[""keep_current_setup""]",high,False,"[""group_subject"", ""motion_blur""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_085,085.bmp,docs/cameraanalysis/dataset/inbox/images/085.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,4b4fc10db08877fbc06b69647d8045b20e29fa953b69a20e9bda61154ded1eb0,bad,weak_subject_house,дом и дерево в слабом кадре,[],"[""нет ясного главного субъекта""]","[""no_clear_focus""]","Возможно, стоит упростить фон или выбрать главный центр.","Дом, дерево и забор конкурируют.","[""step_closer"", ""simplify_background""]",[],"[""keep_current_setup""]",medium,False,"[""no_clear_focus"", ""landscape""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_086,086.jpg,docs/cameraanalysis/dataset/inbox/images/086.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,b78a0b930ee1bc43e2e519805aa7e7578113b763791f6a03d4ae737319c7b2b3,bad,technical_failure_night_city,темный ночной вид,[],"[""субъект или сцена недостаточно освещены"", ""смаз разрушает читаемость""]","[""motion_blur"", ""underexposure""]",Кадр смазан — попробуй зафиксировать камеру.,Город почти не читается из-за темноты и смаза.,[],"[""increase_exposure"", ""stabilize_camera""]","[""keep_current_setup"", ""step_closer""]",high,False,"[""underexposure"", ""motion_blur""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_087,087.jpg,docs/cameraanalysis/dataset/inbox/images/087.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,29a46295ce3e72384bb87f3e8b3e873713f1bc303acbe56118c9d4cfc92ac917,bad,technical_failure_stage,пересвеченная сцена,[],"[""яркий источник или пересвет забирает внимание""]","[""overexposure"", ""motion_blur""]",Кадр смазан — попробуй зафиксировать камеру.,Источник света забирает все внимание.,"[""remove_background_hotspot""]","[""reduce_exposure"", ""stabilize_camera""]","[""keep_current_setup""]",high,False,"[""overexposure"", ""stage""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_088,088.jpg,docs/cameraanalysis/dataset/inbox/images/088.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,51b4906805ef2534f1871645297a14bf6eede560f50438115460e4bedca3e886,bad,technical_failure_stage_audience,аудитория и пересвеченная сцена,[],"[""яркий источник или пересвет забирает внимание""]","[""overexposure""]",Кадр пересвечен — уменьши экспозицию.,"Сцена выбита, передний план темный.","[""change_camera_angle""]","[""reduce_exposure""]","[""keep_current_setup""]",high,False,"[""overexposure"", ""stage""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
ca_img_089,089.jpg,docs/cameraanalysis/dataset/inbox/images/089.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,9e19842d4b575fc5ecebf62b986fed3472e5dda536a3a80f55ef46fd5b858ad4,bad,technical_failure_stage,пересвеченная сцена с ребенком у края,[],"[""яркий источник или пересвет забирает внимание""]","[""overexposure""]",Кадр пересвечен — уменьши экспозицию.,"Лампы доминируют, главный субъект неочевиден.","[""remove_background_hotspot""]","[""reduce_exposure""]","[""keep_current_setup""]",high,False,"[""overexposure"", ""stage""]",ai_first_pass_needs_human_review,codex_visual_contact_sheet_review_2026-05-21,,,
