record_id,filename,image_path,source_bucket,source_dataset,width,height,quality_label,scene_type,primary_subject,expected_live_tip,expected_pause_summary,expected_semantic_actions,future_needed_actions,forbidden_actions,confidence_target,demo_priority,eval_tags,technical_quality_defects,problems,positive_factors,review_status,sha256
ca_img_057,057.jpg,docs/cameraanalysis/dataset/inbox/images/057.jpg,curated_user_inbox,user_curated_candidate,1280,1024,good,night_street_detail,ночная улица со светофором,Предметный кадр читается хорошо.,Светофор и тени работают как street detail.,keep_current_setup,,step_closer|add_front_fill_light,medium,False,street_night|object_light,,,предмет является ясным визуальным центром,ai_first_pass_needs_human_review,2e806e23b6e42bc8601ac81fcd5a4722dccbc6613a6e2904f31828cb6d48fef5
ca_img_058,058.jpg,docs/cameraanalysis/dataset/inbox/images/058.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_indoor,размытая сцена в помещении,Кадр смазан — попробуй зафиксировать камеру.,Сильный смаз и горячие лампы разрушают читаемость.,,stabilize_camera|reduce_exposure,level_horizon|shift_frame_left,high,False,motion_blur|hotspot,hotspot|motion_blur|overexposure,яркий источник или пересвет забирает внимание|смаз разрушает читаемость,,ai_first_pass_needs_human_review,a42d7d7ba1be46b450a3faa5e4c5116dc9261d52de5792687f94948989bb397f
ca_img_059,059.bmp,docs/cameraanalysis/dataset/inbox/images/059.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_night_object,размытый светящийся объект ночью,Кадр смазан — попробуй зафиксировать камеру.,Объект не читается из-за движения.,,stabilize_camera|refocus_subject,shift_frame_left|level_horizon,high,False,motion_blur,motion_blur|defocus,смаз разрушает читаемость,,ai_first_pass_needs_human_review,aa98246db5585ae8563b65ebe1ceee8c67565e34f3dbb0b4e1ce6e29c6674190
ca_img_060,060.jpg,docs/cameraanalysis/dataset/inbox/images/060.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_room,размытая комната с телевизором,Кадр смазан — попробуй зафиксировать камеру.,Нужны резкость и понятный субъект.,,stabilize_camera|refocus_subject,keep_current_setup|shift_frame_right,high,False,defocus|no_clear_subject,defocus|no_clear_subject|motion_blur,нет ясного главного субъекта|главный субъект не в фокусе,,ai_first_pass_needs_human_review,46c8e533032184eea8456832bf898d342ab4835ce3c97652bc242f38f86674bc
ca_img_061,061.jpg,docs/cameraanalysis/dataset/inbox/images/061.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_object,размытые монеты или предметы,Кадр смазан — попробуй зафиксировать камеру.,Предметный кадр развален фокусом.,,refocus_subject|stabilize_camera,step_closer|keep_current_setup,high,False,defocus|object,defocus|motion_blur,главный субъект не в фокусе,,ai_first_pass_needs_human_review,8debe81f18454d08d0a54ec4561f4237fb85744aff71fa89a95d379ddf0992c1
ca_img_062,062.jpg,docs/cameraanalysis/dataset/inbox/images/062.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_occluded_overexposed,частично перекрытый пересвеченный кадр,Кадр пересвечен — уменьши экспозицию.,Кадр перекрыт и пересвечен.,,avoid_occlusion|reduce_exposure,shift_frame_left|level_horizon,high,False,occlusion|overexposure,occlusion|overexposure,яркий источник или пересвет забирает внимание,,ai_first_pass_needs_human_review,e702c171a65fd162bfa78fd61f781fcd2092a997cab8bb439d15a303c0fbab75
ca_img_063,063.jpg,docs/cameraanalysis/dataset/inbox/images/063.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_object,предметы на полу вне фокуса,Субъект не в фокусе — наведи фокус заново.,Фокус не на предмете.,,refocus_subject,keep_current_setup|level_horizon,high,False,defocus|object,defocus,главный субъект не в фокусе,,ai_first_pass_needs_human_review,c3794c0253fefe71167279e21a2c2aac5a54a844a1f05921952f81d041cc5684
ca_img_064,064.jpg,docs/cameraanalysis/dataset/inbox/images/064.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_stage,сцена с сильным пересветом,Кадр смазан — попробуй зафиксировать камеру.,Яркие источники доминируют над людьми.,remove_background_hotspot,reduce_exposure|stabilize_camera,keep_current_setup|step_closer,high,False,overexposure|stage,overexposure|motion_blur,яркий источник или пересвет забирает внимание,,ai_first_pass_needs_human_review,f5ff8f1e50e38fe28b763fcc9fbf15b2415f684cd1839cfa5822abdc5c1f8b3b
ca_img_065,065.bmp,docs/cameraanalysis/dataset/inbox/images/065.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_outdoor,человек в пересвеченном парке,Кадр пересвечен — уменьши экспозицию.,Большая часть кадра выбита светом.,change_camera_angle,reduce_exposure,keep_current_setup|step_closer,high,False,overexposure|outdoor,overexposure,яркий источник или пересвет забирает внимание,,ai_first_pass_needs_human_review,ab09276e5af54919f56370483e1569b046a58180b477cd8e7abe0b1d800dc2ff
ca_img_066,066.jpg,docs/cameraanalysis/dataset/inbox/images/066.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_object,размытые монеты,Кадр смазан — попробуй зафиксировать камеру.,Объект нечеткий.,,refocus_subject|stabilize_camera,step_closer|keep_current_setup,high,False,defocus|object,defocus|motion_blur,главный субъект не в фокусе,,ai_first_pass_needs_human_review,e4243fbabed2147360713f468a294ab552c46e58902226cb37cee1cda834ad24
ca_img_067,067.jpg,docs/cameraanalysis/dataset/inbox/images/067.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,no_clear_focus_texture,пестрая текстура без субъекта,"Возможно, стоит упростить фон или выбрать главный центр.",Нет ясного главного объекта.,simplify_background,,level_horizon|step_closer,high,False,no_clear_focus|clutter,clutter|no_clear_focus,фон или толпа конкурируют с главным субъектом|нет ясного главного субъекта,,ai_first_pass_needs_human_review,c780d13760258c821a09eb41bf5934fe3f63c334c9ea2a3f72dfef18668b4ef8
ca_img_068,068.bmp,docs/cameraanalysis/dataset/inbox/images/068.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_landscape,темный парк с деревьями,Кадр слишком темный — добавь свет или подними экспозицию.,Недостаточно света и деталей.,,increase_exposure,level_horizon|keep_current_setup,high,False,underexposure|landscape,underexposure,субъект или сцена недостаточно освещены,,ai_first_pass_needs_human_review,f82ef6fd952e0ab97c045d179db49c36266df4eb39addd68b986c7b8bbfaff99
ca_img_069,069.jpg,docs/cameraanalysis/dataset/inbox/images/069.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_stage,размытая пересвеченная сцена,Кадр смазан — попробуй зафиксировать камеру.,Смаз и пересвет мешают анализу.,remove_background_hotspot,stabilize_camera|reduce_exposure,keep_current_setup,high,False,motion_blur|overexposure,motion_blur|overexposure,яркий источник или пересвет забирает внимание|смаз разрушает читаемость,,ai_first_pass_needs_human_review,700c02e1f25ce0228c3a9950c8ebce202753d9c51434267309a19ca5391477db
ca_img_070,070.bmp,docs/cameraanalysis/dataset/inbox/images/070.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_classroom,человек спиной в размытой комнате,Кадр смазан — попробуй зафиксировать камеру.,Комната и субъект не читаются из-за движения.,,stabilize_camera|refocus_subject,shift_frame_left|keep_current_setup,high,False,motion_blur|no_clear_subject,motion_blur|no_clear_subject|defocus,нет ясного главного субъекта|смаз разрушает читаемость,,ai_first_pass_needs_human_review,9dc378cff4b4998a8d04e1de3c98d9d36a0f637099e43d2795c7046e61af4143
ca_img_071,071.jpg,docs/cameraanalysis/dataset/inbox/images/071.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_object,оранжевый объект со световыми следами,Кадр смазан — попробуй зафиксировать камеру.,Смаз разрушает форму объекта.,,stabilize_camera|refocus_subject,step_closer|keep_current_setup,high,False,motion_blur|object,motion_blur|defocus,смаз разрушает читаемость,,ai_first_pass_needs_human_review,7237cd5b9559a82536acc015d64bc528c162c67c7f245adea79422d956821ad2
ca_img_072,072.jpg,docs/cameraanalysis/dataset/inbox/images/072.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_wildlife,птица или объект за деревом вне фокуса,Субъект не в фокусе — наведи фокус заново.,Субъект перекрыт и не в фокусе.,change_camera_angle,refocus_subject|avoid_occlusion,keep_current_setup,high,False,defocus|occlusion,defocus|occlusion,главный субъект не в фокусе,,ai_first_pass_needs_human_review,8061f09426903b6cd1b06f5563f62163bef0ef2d3e7edad181057c5ee9928f1d
ca_img_073,073.jpg,docs/cameraanalysis/dataset/inbox/images/073.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_stage,пересвеченная сцена,Кадр смазан — попробуй зафиксировать камеру.,Горячие лампы выбивают детали.,remove_background_hotspot,reduce_exposure|stabilize_camera,keep_current_setup,high,False,overexposure|stage,overexposure|motion_blur,яркий источник или пересвет забирает внимание,,ai_first_pass_needs_human_review,ea2369b460605fbfeb61914ec44469e21d7546784c0667667521a13889d3082b
ca_img_074,074.bmp,docs/cameraanalysis/dataset/inbox/images/074.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_interior,перевернутый/размытый интерьер,Кадр смазан — попробуй зафиксировать камеру.,Нарушены ориентация и резкость.,level_horizon,stabilize_camera,keep_current_setup,high,False,horizon|motion_blur,horizon|motion_blur,смаз разрушает читаемость,,ai_first_pass_needs_human_review,d7a54a0ebee49e7ae267fd7f413da6fda1fd1913efb126e1aaf263d0b7bd8760
ca_img_075,075.bmp,docs/cameraanalysis/dataset/inbox/images/075.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_landscape,пересвеченный парк,Кадр пересвечен — уменьши экспозицию.,Свет выбивает детали и делает сцену плоской.,change_camera_angle,reduce_exposure,keep_current_setup,high,False,overexposure|landscape,overexposure,яркий источник или пересвет забирает внимание,,ai_first_pass_needs_human_review,aeef4daf38b42603d8426eb63c8c22713b698b45e57362c80b791ec93c63c437
ca_img_076,076.bmp,docs/cameraanalysis/dataset/inbox/images/076.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_moving_person,размытый движущийся человек,Кадр смазан — попробуй зафиксировать камеру.,Нужно дождаться более спокойного момента.,wait_for_background_clearance,stabilize_camera,level_horizon|shift_frame_left,high,False,motion_blur|person,motion_blur,смаз разрушает читаемость,,ai_first_pass_needs_human_review,8f4b2603d633946081a28c265c6d3174741a817a9846c1f81f3e84197345d09c
ca_img_077,077.jpg,docs/cameraanalysis/dataset/inbox/images/077.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_night_crowd,толпа ночью,Кадр смазан — попробуй зафиксировать камеру.,Ночная толпа слишком темная и смазанная.,simplify_background,increase_exposure|stabilize_camera|reduce_iso_noise,keep_current_setup,high,False,underexposure|crowd,underexposure|motion_blur,фон или толпа конкурируют с главным субъектом|субъект или сцена недостаточно освещены,,ai_first_pass_needs_human_review,1335995969f468121e0e267d7ead55cf72015e2ed18ebd7366509e9c5c8d9925
ca_img_078,078.bmp,docs/cameraanalysis/dataset/inbox/images/078.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_portrait,размытый профиль человека,Кадр смазан — попробуй зафиксировать камеру.,Лицо смазано движением.,,stabilize_camera|refocus_subject,shift_frame_left|keep_current_setup,high,False,motion_blur|portrait,motion_blur|defocus,смаз разрушает читаемость,,ai_first_pass_needs_human_review,8a4105c46361f877bffd5aeef9b5e37cdaa12b4ff288a3f42750d3a81cbe9b94
ca_img_079,079.jpg,docs/cameraanalysis/dataset/inbox/images/079.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_pet,кот на кровати вне фокуса,Субъект не в фокусе — наведи фокус заново.,Резкость не на коте.,,refocus_subject,keep_current_setup|simplify_background,high,False,defocus|pet,defocus,главный субъект не в фокусе,,ai_first_pass_needs_human_review,f9bbdef7693955d06e45819502c8f74e34347e718b97a596adfa455a81bc4354
ca_img_080,080.jpg,docs/cameraanalysis/dataset/inbox/images/080.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_stage,сцена с маленькими фигурами и ярким светом,Кадр пересвечен — уменьши экспозицию.,Нужно снизить пересвет и/или подойти ближе.,step_closer|remove_background_hotspot,reduce_exposure,keep_current_setup,high,False,stage|overexposure,overexposure,яркий источник или пересвет забирает внимание,,ai_first_pass_needs_human_review,88fa3e1a7f3077616029ffe79b67debbfb7448c72d0a7099d558e70f98b18819
ca_img_081,081.jpg,docs/cameraanalysis/dataset/inbox/images/081.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_night_lights,ночные световые следы,Кадр смазан — попробуй зафиксировать камеру.,Световые следы доминируют над сценой.,,stabilize_camera,level_horizon|step_closer,high,False,motion_blur|no_clear_subject,motion_blur|no_clear_subject,нет ясного главного субъекта|смаз разрушает читаемость,,ai_first_pass_needs_human_review,9d4af9cbe161cd55a367d1af240216b4197d7f26a0eb1af3ae3bc8b56c226ba0
ca_img_082,082.bmp,docs/cameraanalysis/dataset/inbox/images/082.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_landscape,размытый сумеречный пейзаж,Кадр смазан — попробуй зафиксировать камеру.,"Субъект неясен, пейзаж смазан.",simplify_background,stabilize_camera,level_horizon,medium,False,landscape|no_clear_focus,no_clear_focus|motion_blur,нет ясного главного субъекта,,ai_first_pass_needs_human_review,f8117e3865d6392d632a32730de257e31e767021d23344dfb27afa26923299b7
ca_img_083,083.bmp,docs/cameraanalysis/dataset/inbox/images/083.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_night_people,люди в темном парке,Кадр слишком темный — добавь свет или подними экспозицию.,Людям не хватает света.,add_front_fill_light,increase_exposure|reduce_iso_noise,keep_current_setup,high,False,underexposure|group_subject,underexposure,субъект или сцена недостаточно освещены,,ai_first_pass_needs_human_review,8263549f7aea98259cf3934336fac42cdbace40fb46dff189d969f08ebac25c2
ca_img_084,084.jpg,docs/cameraanalysis/dataset/inbox/images/084.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_group_flash,группа людей в ярком помещении,Кадр смазан — попробуй зафиксировать камеру.,"Эмоция есть, но кадр технически смазан.",wait_for_background_clearance,stabilize_camera|reduce_exposure,keep_current_setup,high,False,group_subject|motion_blur,motion_blur|overexposure,смаз разрушает читаемость,,ai_first_pass_needs_human_review,e27c80cf6fd13d229b78dcd41079f0479a9ceb2ecf57d8679fa86cf2c7106dbc
ca_img_085,085.bmp,docs/cameraanalysis/dataset/inbox/images/085.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,weak_subject_house,дом и дерево в слабом кадре,"Возможно, стоит упростить фон или выбрать главный центр.","Дом, дерево и забор конкурируют.",step_closer|simplify_background,,keep_current_setup,medium,False,no_clear_focus|landscape,no_clear_focus,нет ясного главного субъекта,,ai_first_pass_needs_human_review,4b4fc10db08877fbc06b69647d8045b20e29fa953b69a20e9bda61154ded1eb0
ca_img_086,086.jpg,docs/cameraanalysis/dataset/inbox/images/086.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_night_city,темный ночной вид,Кадр смазан — попробуй зафиксировать камеру.,Город почти не читается из-за темноты и смаза.,,increase_exposure|stabilize_camera,keep_current_setup|step_closer,high,False,underexposure|motion_blur,motion_blur|underexposure,субъект или сцена недостаточно освещены|смаз разрушает читаемость,,ai_first_pass_needs_human_review,b78a0b930ee1bc43e2e519805aa7e7578113b763791f6a03d4ae737319c7b2b3
ca_img_087,087.jpg,docs/cameraanalysis/dataset/inbox/images/087.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_stage,пересвеченная сцена,Кадр смазан — попробуй зафиксировать камеру.,Источник света забирает все внимание.,remove_background_hotspot,reduce_exposure|stabilize_camera,keep_current_setup,high,False,overexposure|stage,overexposure|motion_blur,яркий источник или пересвет забирает внимание,,ai_first_pass_needs_human_review,29a46295ce3e72384bb87f3e8b3e873713f1bc303acbe56118c9d4cfc92ac917
ca_img_088,088.jpg,docs/cameraanalysis/dataset/inbox/images/088.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_stage_audience,аудитория и пересвеченная сцена,Кадр пересвечен — уменьши экспозицию.,"Сцена выбита, передний план темный.",change_camera_angle,reduce_exposure,keep_current_setup,high,False,overexposure|stage,overexposure,яркий источник или пересвет забирает внимание,,ai_first_pass_needs_human_review,51b4906805ef2534f1871645297a14bf6eede560f50438115460e4bedca3e886
ca_img_089,089.jpg,docs/cameraanalysis/dataset/inbox/images/089.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_stage,пересвеченная сцена с ребенком у края,Кадр пересвечен — уменьши экспозицию.,"Лампы доминируют, главный субъект неочевиден.",remove_background_hotspot,reduce_exposure,keep_current_setup,high,False,overexposure|stage,overexposure,яркий источник или пересвет забирает внимание,,ai_first_pass_needs_human_review,9e19842d4b575fc5ecebf62b986fed3472e5dda536a3a80f55ef46fd5b858ad4
ca_img_090,090.jpg,docs/cameraanalysis/dataset/inbox/images/090.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_car_street,размытая улица из машины,Кадр смазан — попробуй зафиксировать камеру.,Кадр снят в движении.,,stabilize_camera,level_horizon|keep_current_setup,medium,False,motion_blur|street,motion_blur,смаз разрушает читаемость,,ai_first_pass_needs_human_review,098d95cf9c3d4f348414840e5bb3d05de2aeddeb105cbdc9ce090674be21fec5
ca_img_091,091.jpg,docs/cameraanalysis/dataset/inbox/images/091.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_stage_light_trails,сцена со световыми следами,Кадр смазан — попробуй зафиксировать камеру.,Люди не читаются из-за световых следов.,remove_background_hotspot,stabilize_camera|reduce_exposure,keep_current_setup,high,False,motion_blur|overexposure,motion_blur|overexposure,яркий источник или пересвет забирает внимание|смаз разрушает читаемость,,ai_first_pass_needs_human_review,c3656ff9d5838d04b7eec78375cf334c52a7f6461792af386a5db79932013c58
ca_img_092,092.bmp,docs/cameraanalysis/dataset/inbox/images/092.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_flash_group,группа людей со вспышкой,Кадр смазан — попробуй зафиксировать камеру.,Жесткая вспышка и близкая дистанция портят лица.,step_back,stabilize_camera|reduce_exposure,keep_current_setup,high,False,flash|group_subject,flash|motion_blur|overexposure,Жесткая вспышка и близкая дистанция портят лица.,,ai_first_pass_needs_human_review,4109fb8f842e33c2d0cd916cc5548a1d8af4b3352263db2a40f464185caeacc2
ca_img_093,093.bmp,docs/cameraanalysis/dataset/inbox/images/093.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_park_people,люди в темном парке,Кадр слишком темный — добавь свет или подними экспозицию.,Люди темные и слишком малы.,step_closer|add_front_fill_light,increase_exposure,keep_current_setup,high,False,underexposure|group_subject,underexposure,субъект или сцена недостаточно освещены,,ai_first_pass_needs_human_review,f9af9d3d6bc58cb9e562073014be239e31bed4ce04a46e0f252ae26841be4975
ca_img_094,094.jpg,docs/cameraanalysis/dataset/inbox/images/094.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_night_architecture,размытое ночное здание,Кадр смазан — попробуй зафиксировать камеру.,Архитектурный объект шумный и смазанный.,,stabilize_camera|reduce_iso_noise,keep_current_setup,high,False,night|motion_blur,motion_blur,смаз разрушает читаемость,,ai_first_pass_needs_human_review,13bb7cb8d52244866b57c4df6d99673b0ce0ba74d39da7f6890287ba7caaa9f8
ca_img_095,095.bmp,docs/cameraanalysis/dataset/inbox/images/095.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,mixed,group_selfie_low_light,группа людей в клубе,Кадр смазан — попробуй зафиксировать камеру.,"Эмоция читается, но вспышка и шум ухудшают качество.",step_back,reduce_iso_noise|stabilize_camera,keep_current_setup|level_horizon,medium,False,group_subject|low_light,low_light|motion_blur,субъект или сцена недостаточно освещены,,ai_first_pass_needs_human_review,87ef313971de1ec40a1c6fb9e20e53b53591bf5e777cc73bf6772bdf5dc77072
ca_img_096,096.bmp,docs/cameraanalysis/dataset/inbox/images/096.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,mixed,distant_person_interior,человек в пустом коридоре,"Возможно, подойди чуть ближе к субъекту.","Если цель — человек, он слишком мал; если цель — одиночество, кадр может быть намеренным.",step_closer,,level_horizon,medium,False,wide_space|subject_too_small,subject_too_small,субъект слишком мал для заявленной цели кадра,,ai_first_pass_needs_human_review,bfb0181a7271effe3863f1adbb17771aed96f1b4099481ef6f6782a289250acc
ca_img_097,097.bmp,docs/cameraanalysis/dataset/inbox/images/097.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_crowd,размытая толпа,Кадр смазан — попробуй зафиксировать камеру.,Кадр перегружен и смазан.,wait_for_background_clearance|simplify_background,stabilize_camera,keep_current_setup,high,False,crowd|motion_blur,motion_blur,фон или толпа конкурируют с главным субъектом|смаз разрушает читаемость,,ai_first_pass_needs_human_review,9785cf1b272cc7e6071ed3b4460560b7e8ef8be759c78363389daec3878bfbca
ca_img_098,098.bmp,docs/cameraanalysis/dataset/inbox/images/098.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_street,размытая дорога и машины,Кадр смазан — попробуй зафиксировать камеру.,Улица снята как случайный мягкий кадр без центра.,simplify_background,stabilize_camera|refocus_subject,keep_current_setup,medium,False,street|no_clear_focus,no_clear_focus|motion_blur|defocus,нет ясного главного субъекта,,ai_first_pass_needs_human_review,e1d0c839202d7a083f038ad54f65b1afe8214b9576fa57c07fe5ded7ef4c74dc
ca_img_099,099.jpg,docs/cameraanalysis/dataset/inbox/images/099.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_party_stage,люди на вечеринке с пересветом,Кадр пересвечен — уменьши экспозицию.,Нужен один главный центр и меньше пересвета.,simplify_background|remove_background_hotspot,reduce_exposure,keep_current_setup,high,False,party|overexposure,overexposure,яркий источник или пересвет забирает внимание,,ai_first_pass_needs_human_review,7a9ac33fb16ec6a5c905310c069d5d9bda428b998b62a85cea3e1ef6ef023dd5
ca_img_100,100.jpg,docs/cameraanalysis/dataset/inbox/images/100.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_pet,кот не в фокусе,Кадр смазан — попробуй зафиксировать камеру.,"Кот очевидный субъект, но резкость не на нем.",,refocus_subject|stabilize_camera,keep_current_setup,high,False,pet|defocus,defocus|motion_blur,главный субъект не в фокусе,,ai_first_pass_needs_human_review,31272276d2a61b8517595fbf508a5595f0f53fb8509e64f0f72158629a9271aa
ca_img_101,101.jpg,docs/cameraanalysis/dataset/inbox/images/101.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,mixed,object_color_cast,красный предмет на темном фоне,Кадр пересвечен — уменьши экспозицию.,"Предмет читается, но красный свет съедает детали.",add_front_fill_light,reduce_exposure,keep_current_setup,medium,False,object|color_cast,color_cast|overexposure,"Предмет читается, но красный свет съедает детали.",,ai_first_pass_needs_human_review,27f9bd53118a014c280baa58629e3a371579262554720cd3a7be41f8a462472f
ca_img_102,102.jpg,docs/cameraanalysis/dataset/inbox/images/102.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_night_street,ночная улица с неоном,Кадр смазан — попробуй зафиксировать камеру.,Неон и шум мешают читаемости.,remove_background_hotspot,stabilize_camera|reduce_exposure|reduce_iso_noise,keep_current_setup,high,False,night|hotspot,hotspot|motion_blur|overexposure,яркий источник или пересвет забирает внимание,,ai_first_pass_needs_human_review,cb014649d18e0c0e1ac8491f6e294a281b5a6e84c3411c71426e671efe87b454
ca_img_103,103.bmp,docs/cameraanalysis/dataset/inbox/images/103.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_dark_interior,очень темная комната с окнами,Кадр слишком темный — добавь свет или подними экспозицию.,Почти вся сцена провалена в черный.,,increase_exposure,keep_current_setup,high,False,underexposure|no_clear_subject,no_clear_subject|underexposure,нет ясного главного субъекта|субъект или сцена недостаточно освещены,,ai_first_pass_needs_human_review,87255646edbe659197d0d26ce3ab4370ccbbb8b5e9a6912e45368ce9bf02f412
ca_img_104,104.jpg,docs/cameraanalysis/dataset/inbox/images/104.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_club_crowd,темный клуб с толпой,Кадр слишком темный — добавь свет или подними экспозицию.,Нужно выбрать конкретного человека или световую точку.,simplify_background|wait_for_background_clearance,increase_exposure|reduce_iso_noise,keep_current_setup,high,False,club|crowd,underexposure,фон или толпа конкурируют с главным субъектом,,ai_first_pass_needs_human_review,d25dd2995ffa619f9cd882b5bba1f13c3cc72353c725e3bc7a7528d6d1a6125f
ca_img_105,105.bmp,docs/cameraanalysis/dataset/inbox/images/105.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_low_contrast,мутная/подводная сцена,Субъект не в фокусе — наведи фокус заново.,Нет надежного субъекта и контраста.,,refocus_subject|clean_lens,level_horizon|step_closer,high,False,low_contrast|no_clear_subject,low_contrast|no_clear_subject|defocus,нет ясного главного субъекта,,ai_first_pass_needs_human_review,59d13fdfdc341fce6dc83acb23e04fb3231a5608b8f736f16b955ab3306df90c
ca_img_106,106.bmp,docs/cameraanalysis/dataset/inbox/images/106.bmp,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_neon_sign,пересвеченная неоновая вывеска,Кадр смазан — попробуй зафиксировать камеру.,Текст вывески выбит светом и смазан.,remove_background_hotspot,reduce_exposure|stabilize_camera,keep_current_setup,high,False,neon|overexposure,overexposure|motion_blur,яркий источник или пересвет забирает внимание,,ai_first_pass_needs_human_review,d2d317a7d4f01fe3e9b8b107781a066a30d777dd5178acfb8f8663c46d24f678
ca_img_107,107.jpg,docs/cameraanalysis/dataset/inbox/images/107.jpg,public_iqa_bad_tail,live_challenge_bad_tail,500,500,bad,technical_failure_club_street,темная клубная сцена с толпой,Кадр слишком темный — добавь свет или подними экспозицию.,Слишком много темных фигур и нет ясного субъекта.,simplify_background|wait_for_background_clearance,increase_exposure|reduce_iso_noise,keep_current_setup,high,False,club|crowd|low_light,low_light|underexposure,фон или толпа конкурируют с главным субъектом|субъект или сцена недостаточно освещены,,ai_first_pass_needs_human_review,811689da49a2c6abdbc02b8994e60a18c47d51330077bbdc48fe54837f0e80c1
